"","X001_VirologieP1.1.1_A1","X003_VirologieP1.1.1_A3","X004_VirologieP1.1.1_A4","X006_VirologieP1.1.1_A5","X007_VirologieP1.1.1_A6","X009_VirologieP1.1.1_A8","X010_VirologieP1.1.1_A9","X011_VirologieP1.1.1_A10","X012_VirologieP1.1.1_A11","X015_VirologieP1.1.1_B1","X017_VirologieP1.1.1_B3","X018_VirologieP1.1.1_B4","X019_VirologieP1.1.1_B5","X020_VirologieP1.1.1_B6","X021_VirologieP1.1.1_B7","X023_VirologieP1.1.1_B8","X025_VirologieP1.1.1_B10","X026_VirologieP1.1.1_B11","X028_VirologieP1.1.1_C1","X031_VirologieP1.1.1_C3","X032_VirologieP1.1.1_C4","X033_VirologieP1.1.1_C5","X034_VirologieP1.1.1_C6","X036_VirologieP1.1.1_C8","X037_VirologieP1.1.1_C9","X039_VirologieP1.1.1_C11","X042_VirologieP1.1.1_D1","X045_VirologieP1.1.1_D4","X047_VirologieP1.1.1_D6","X049_VirologieP1.1.1_D8","X050_VirologieP1.1.1_D9","X052_VirologieP1.1.1_D10","X053_VirologieP1.1.1_D11","X055_VirologieP1.1.1_E1","X057_VirologieP1.1.1_E3","X058_VirologieP1.1.1_E4","X061_VirologieP1.1.1_E6","X064_VirologieP1.1.1_E9","X065_VirologieP1.1.1_E10","X066_VirologieP1.1.1_E11","X069_VirologieP1.1.1_F1","X071_VirologieP1.1.1_F3","X072_VirologieP1.1.1_F4","X073_VirologieP1.1.1_F5","X075_VirologieP1.1.1_F6","X076_VirologieP1.1.1_F7","X078_VirologieP1.1.1_F9","X079_VirologieP1.1.1_F10","X080_VirologieP1.1.1_F11","X082_VirologieP1.1.1_G1","X086_VirologieP1.1.1_G4","X087_VirologieP1.1.1_G5","X088_VirologieP1.1.1_G6","X089_VirologieP1.1.1_G7","X090_VirologieP1.1.1_G8","X091_VirologieP1.1.1_G9","X093_VirologieP1.1.1_G10","X094_VirologieP1.1.1_G11","X096_VirologieP1.1.1_H1","X098_VirologieP1.1.1_H3","X099_VirologieP1.1.1_H4","X107_VirologieP1.1.1_H11","X109_VirologieP2.1.1_A1","X111_VirologieP2.1.1_A3","X112_VirologieP2.1.1_A4","X113_VirologieP2.1.1_A5","X115_VirologieP2.1.1_A6","X116_VirologieP2.1.1_A7","X117_VirologieP2.1.1_A8","X118_VirologieP2.1.1_A9","X119_VirologieP2.1.1_A10","X123_VirologieP2.1.1_B1","X125_VirologieP2.1.1_B3","X126_VirologieP2.1.1_B4","X127_VirologieP2.1.1_B5","X128_VirologieP2.1.1_B6","X129_VirologieP2.1.1_B7","X131_VirologieP2.1.1_B8","X132_VirologieP2.1.1_B9","X134_VirologieP2.1.1_B11","X138_VirologieP2.1.1_C3","X140_VirologieP2.1.1_C4","X141_VirologieP2.1.1_C5","X142_VirologieP2.1.1_C6","X143_VirologieP2.1.1_C7","X144_VirologieP2.1.1_C8","X145_VirologieP2.1.1_C9","X146_VirologieP2.1.1_C10","X148_VirologieP2.1.1_C11","X150_VirologieP2.1.1_D1","X152_VirologieP2.1.1_D3","X153_VirologieP2.1.1_D4","X154_VirologieP2.1.1_D5","X156_VirologieP2.1.1_D6","X157_VirologieP2.1.1_D7","X158_VirologieP2.1.1_D8","X159_VirologieP2.1.1_D9","X161_VirologieP2.1.1_D11","X163_VirologieP2.1.1_E1","X166_VirologieP2.1.1_E3","X168_VirologieP2.1.1_E5","X169_VirologieP2.1.1_E6","X170_VirologieP2.1.1_E7","X171_VirologieP2.1.1_E8","X172_VirologieP2.1.1_E9","X174_VirologieP2.1.1_E10","X177_VirologieP2.1.1_F1","X179_VirologieP2.1.1_F3","X180_VirologieP2.1.1_F4","X182_VirologieP2.1.1_F5","X183_VirologieP2.1.1_F6","X184_VirologieP2.1.1_F7","X185_VirologieP2.1.1_F8","X186_VirologieP2.1.1_F9","X187_VirologieP2.1.1_F10","X188_VirologieP2.1.1_F11","X191_VirologieP2.1.1_G1","X193_VirologieP2.1.1_G3","X194_VirologieP2.1.1_G4","X195_VirologieP2.1.1_G5","X196_VirologieP2.1.1_G6","X197_VirologieP2.1.1_G8","X197_VirologieP2.1.1_G7","X200_VirologieP2.1.1_G9","X201_VirologieP2.1.1_G10","X202_VirologieP2.1.1_G11","X204_VirologieP2.1.1_H1","X206_VirologieP2.1.1_H3","X208_VirologieP2.1.1_H4","X210_VirologieP2.1.1_H6","X215_VirologieP2.1.1_H11"
"CST3",6.33208692736514,6.69855874734437,6.34578336277624,6.17774862436961,5.85234925038291,6.23051433041203,6.34406279000058,NA,NA,6.62826644602577,6.16744794043906,6.46110067678787,5.58025940568867,NA,6.37335796191957,6.06010991042357,6.05193256955474,6.36318866893831,6.16629901608142,6.36733676172416,6.76980090512314,NA,6.12789583575843,NA,NA,6.37390671215367,6.36318866893831,NA,NA,6.79410902442534,NA,6.29975237033815,6.764847568443,6.60257141396515,NA,NA,NA,NA,NA,6.36787914057052,6.13068003076161,NA,NA,6.1174218264633,6.8805319395885,6.32547005186664,NA,NA,6.39410189246242,6.36318866893831,NA,NA,NA,NA,6.26036827821708,NA,NA,NA,6.23820061860462,7.78423785249129,7.25217561517019,6.73756721992067,5.94271944596596,6.12682872954949,6.57208177007734,NA,NA,NA,NA,6.58432457992398,5.70883721317153,6.33463242153754,6.70119460188723,NA,5.94843587829566,NA,NA,6.94500517925928,NA,5.86823497655936,NA,NA,6.90156385661448,NA,NA,NA,7.14214448731621,NA,6.28964208397135,6.66570770315211,7.64903224328483,7.14730615263127,6.9104763374346,7.372624643731,NA,6.52637322455922,7.20957580159337,NA,NA,7.00480072743252,6.87545398286952,NA,5.99791122418325,6.14014163038606,6.44716186239202,5.75336423477557,6.45428561441434,NA,6.33807199381385,6.66769638785892,6.66021116357572,6.48455204508774,6.28775353415848,NA,7.7146531025579,5.79357476003724,6.36318866893831,7.89458946270189,NA,NA,NA,NA,6.2304329838013,NA,NA,6.0884446524718,6.36318866893831,5.93091712192277,NA,7.28554195137713,6.36318866893831
"DEFA1;DEFA3",NA,4.27339834900725,NA,NA,3.16841683555396,4.03478456083487,NA,NA,NA,NA,NA,NA,3.32761719901534,NA,3.4237211932103,NA,3.75524387910841,NA,NA,4.01251109150459,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60239453234075,NA,NA,NA,NA,5.21208796268576,NA,NA,6.34415736839259,7.3530278532918,NA,NA,NA,NA,3.15924448496181,4.46302252583687,NA,7.26549014225103,8.27116084898436,NA,NA,NA,NA,6.14307859761284,8.29385303303632,NA,8.32593766684119,8.95118325356339,NA,NA,8.16648386445457,7.9358805334543,NA,NA,5.72367586363607,5.80737707098111,7.71306791081477,8.44283720465113,6.91001293174826,7.96068886841176,5.67323205224227,5.26864892107612,NA,5.81173480877198,NA,NA,NA,7.49554419441214,NA,7.98877701742309,NA,8.37649184949812,7.56859468761865,7.52436407208049,9.42160850158385,9.5891278930896,9.26803099676703,7.41760727581269,9.4500403593629,NA,NA,6.52177308549555,5.84952844979387,6.04852240910881,7.18476781612576,NA,5.17705428431758,6.31096216063064,NA,NA,6.12525131211536,5.65065782252125,NA,5.9773511857953,5.18584005743702,5.70695588292284,6.49076300236419,3.56997603557238,7.80085221894451,5.2972483984359,5.37890634882464,6.76215134932616,6.28690661216549,4.75675565003474,7.29332376673426,8.92231167135941,NA,NA,6.51931816940454,9.29054192862003,8.63383122402967,3.84430491255378,5.57678297793258,NA,8.03891511882124,8.52658346598733,NA,NA,5.40697510052574,NA,4.93418010924695,NA
"ECM1",5.67385731696254,8.04264738933002,7.36862850424197,7.70339782235754,7.48058818749902,7.5977518181148,7.61035126045619,7.08667799457994,5.95554130026812,5.93693696465597,7.4344726490374,7.49036266070286,7.25617321477878,8.13586124097426,8.00191330389978,8.07796134250958,7.70091197050721,6.12816001586373,5.89472361049238,7.71229749276397,6.96601899804275,7.55042979830997,6.93309034777001,NA,7.56040706417776,5.86320119160611,6.13323190141578,NA,NA,7.99207983833808,6.93879279788915,7.66432799114587,6.46201434233715,5.70862172973245,7.57622683478492,6.54899797058268,6.26981983588354,7.00758750318941,7.18749329944451,6.11793587492754,6.01899437569172,7.62324230768841,7.84417008649733,6.06195805350672,6.77412686038216,NA,NA,8.2551477091724,5.93693696465597,6.17624069969526,8.59523133889662,8.21028035729902,8.36457438609305,6.97978567950829,7.88335514331908,7.93351239993198,7.11313115951523,6.09637322552106,5.58925273877892,7.72057494749551,7.78890364467135,6.17738117095934,6.03831924929207,5.92570835445655,6.25769502255654,NA,NA,NA,NA,6.57656603353373,6.27350872699341,5.8198333315331,NA,7.5038721728087,6.55177752994215,8.74300614443481,NA,6.34117266387531,7.49746363642926,5.72411405898235,7.91918413546359,6.97185690694589,NA,NA,7.82068846233618,8.29489339560599,7.45311982044756,7.33167491284854,6.0806068157665,6.32660498460153,NA,NA,6.56723803160248,6.53405129639486,7.77557233518823,6.66228623875573,NA,6.13131650997394,NA,5.50987386814497,6.4757174640063,NA,NA,6.6728024376078,7.14862448425039,NA,5.82467713484778,7.87145550410337,6.24569196182258,7.409994133602,7.03420795369108,7.01125343588748,6.24388339732809,7.30149683947093,7.07664130659206,5.85667735093261,6.26192073435557,6.00550214762741,7.20994709035089,7.68082291199666,6.89955006473194,6.28585707368336,6.45426765046978,7.65089002490216,NA,5.77839912212032,5.73355691384119,6.35489294234507,NA,6.64533043207304,5.94651923997012
"F10",5.31654971312193,NA,4.97283149813274,5.21482692526712,4.93119247327694,NA,4.87650543260189,5.26668200655109,5.47820809818407,5.82598837960635,5.17995738795381,4.91066037894697,5.14970284700856,NA,5.16067492841076,4.67348634147702,4.87601786035605,5.50130687632203,5.34880612013049,5.03462628129084,5.53245312399392,5.76341660661448,5.50490734216385,5.60989306360978,5.82234333741932,5.53304703286039,5.69830799204746,5.99263944685035,6.459897024018,6.18066886079546,6.04152196950874,4.85805937978116,NA,5.55619191352292,5.97650090176981,5.69890754549714,5.8052756866864,5.85178099611344,6.53577288391564,5.40884396188815,5.63782318892818,NA,NA,5.39149475833712,5.63101361257075,5.80673561816357,NA,6.60524261153088,NA,5.70177178091081,6.64230583760829,6.59142744883743,6.60006461785238,5.92004351644762,4.67288305576024,NA,7.10487411175541,5.66294580364805,5.37527404099212,6.81816936107646,6.46486119341586,5.6665802268648,5.35372260013231,6.19523275630792,5.92428470650781,NA,NA,NA,6.60574714663182,5.09376037609285,5.39191040913901,5.47220883688865,NA,NA,5.29073361488843,6.4891599444175,6.28349261835011,5.95234926752421,5.88075010574248,5.4504849525764,6.1185116550133,NA,6.86903448242685,NA,NA,NA,5.9594395476812,6.84397361087686,5.32619667035626,5.80185727968641,6.51226619715473,5.77467374138833,5.62316625618428,6.03667689279963,6.34070076595861,5.7170830608129,6.11212340300634,5.51803410351323,6.37308683982307,5.8158666520498,5.93577085411165,6.45946282913303,6.36066948124898,6.22569078082874,6.62388210893699,NA,5.47220883688865,6.40871439083552,5.91627090321792,6.26775615827642,5.70637263554353,5.13569251413684,5.6043264894983,NA,6.65942756660031,5.44369202422989,5.56822226221341,6.16648303536745,6.8537239536177,NA,6.04765182978981,6.00272102655216,NA,NA,7.24619644604715,5.25451328947337,5.45117063081481,4.21858412073522,5.44985456889714,4.31466107378483,5.77845817003142
"F11",4.21297447369164,4.44107944132922,4.26468294829861,4.28907045510581,4.07912670756892,3.92861286689196,3.7528127658655,3.850713849492,4.2058754096356,4.30038141097776,4.19287046388824,NA,4.08598864620019,5.5627322761614,3.69252454417199,3.9402663811328,NA,4.23266621738469,4.20060780068186,4.20903471827909,4.19694685518034,4.89878287377804,3.43664353958371,3.98901320140539,4.69442136195714,4.08130174279837,4.21297447369164,5.18573937310324,NA,5.45830082470343,5.63592999396535,3.60846720942509,4.77204991316442,4.45940779184499,5.04660186173116,4.60852735691843,4.81672360626761,6.09003780533164,6.17154724889336,4.06516020804068,4.76074743515851,6.26960711578624,6.23319798105244,4.21197007227,4.32192594155344,5.6142926385388,5.92578111964768,6.14748610755616,4.18169550369142,4.13996585971636,6.13302119789594,5.20313956853459,5.0430111225362,6.38051576133381,NA,NA,5.9761156984665,4.48202461545815,4.1973271206691,6.44553485571229,6.02210190374068,4.95052858247422,4.06102269352645,5.45805199156722,5.2911668952129,6.12942939770324,5.12794811235528,NA,4.62002339964429,4.54480231247534,3.90761872604421,4.19490054545369,NA,6.38300876960828,4.61230004191171,6.02687883815556,5.46218298539315,5.34140328770475,5.73429357603497,4.30334411488139,NA,6.00994956190048,5.99041305613302,5.98683462523085,5.46479885875699,5.87005888604701,5.69281838754891,5.85102627399859,3.68633789358627,4.17876502071687,NA,NA,5.5369103500312,4.82011877750886,6.30378142864506,4.7597252043157,5.40568784090995,4.72845328675918,NA,6.23040176605665,6.0104601505716,5.93468390322683,NA,4.68917209801628,4.67231218121456,NA,3.91766414195053,6.25875639760766,5.05291219827126,NA,4.35593255330935,4.06268527467201,4.3941708526137,5.77816303187325,6.15778152494625,4.22243604616549,4.43653638890181,5.43704242753409,6.33520530571473,5.81814592639033,4.35908232937101,4.69434288262804,5.26072912218784,5.58396038336708,NA,4.15577958174353,4.1845897562701,NA,5.97132242436387,NA,4.27594078183462
"F12",8.3145897851658,8.54888830705536,8.7809078260425,8.6775728404161,8.54078547163693,8.6933790420155,8.66007016584033,8.76268342864461,8.44366357390062,8.38991588454896,8.70314667688392,8.64861714499984,8.72901933388299,9.35398953141038,8.74781873070285,8.49309708360972,8.69967076633175,8.35765992214314,8.4504292399641,8.66454199904283,8.73329385296303,9.24061562707892,8.32221433504461,8.89450178342429,9.06695627542459,8.36939869198106,8.32810905844348,9.0503613452756,9.38426034615631,9.36242267645866,8.93217411749679,8.60524352820874,8.63624979381298,8.51115541530258,8.89928193666701,8.67815214058235,8.68352338506542,9.6095136765002,9.91769459383913,8.38479718594299,8.40008749564316,9.31032565450463,9.7386678741229,8.61732904963092,8.76115996387755,9.60954770042587,10.0957912175681,10.1643006306918,8.31835067433115,8.36583114312207,10.0391463099146,9.71062044123621,9.77557396220169,10.0305280706621,8.57831954809254,9.73417227478,9.836078488584,8.43490658919956,8.33012694807592,10.3126875741704,9.97248710522848,8.7052200227294,8.27037754606237,8.59168539905354,8.65721107893517,9.15709826054145,9.48101506698064,9.45956728082351,8.72560175369367,8.77991155263097,8.99600241118254,8.27633289951709,8.61621626463156,10.1689441988693,9.09632154997621,10.1753343075746,9.72410609323233,9.29367423011859,9.92109474262559,8.30544431873194,9.93735523193311,10.2721234470522,7.67460200594446,8.56044374937853,NA,NA,9.45224217433356,10.0451091706378,8.39558986973313,8.51578512390598,8.72918400498206,8.45418988813523,8.39746710400293,8.46712377112538,9.72170934138403,8.4957658110737,9.01594476528509,8.6163464458819,8.45679983554041,8.66736986896269,8.4087830285678,8.60085110085872,8.96735684695012,8.69760642904718,8.73405337140167,8.32357811739496,8.41670633391673,9.86267742904997,8.76168561463376,8.96228519130465,8.7356513506866,8.50293786132303,8.88612040669073,9.86964055060039,9.37924015931199,8.56111021041107,8.30489531986856,8.25023622776023,10.433737991286,9.7935754800339,9.20021678394867,8.95617923416088,8.78319476955024,9.83989448791702,9.02717101368475,8.42643165650391,8.32990088500414,7.9401849266858,8.52264903102169,8.36722501149328,8.58616511471257
"F13B",13.5862674438353,13.0368882470839,13.0614683462903,13.0833872189119,13.0770611911024,13.1799880287973,13.2077908101716,13.236598577761,13.5844826079147,13.6373962874423,13.0767037799904,13.0316824340627,13.1774187838199,13.8697723694476,13.1897135638184,13.1872857385092,13.1024361142869,13.4626313724698,13.5225834428565,13.2440366150107,13.5317680530022,13.8091553405384,13.416445939966,13.7854304146766,14.1842829355224,13.4953445046002,13.4976291019393,13.8015861847064,14.0378428006443,13.8258975152424,13.8709897369027,13.0411647176226,13.8763106114095,13.5228265730924,13.9299600027824,13.6069088778245,13.5283533220117,13.4957894229689,13.6019012536707,13.4481493716712,13.7007640555679,13.9455574308301,13.6085757181476,13.3665052746906,13.4771607403436,14.1943253452875,13.8773918074495,13.4691034386245,13.4340454990882,13.542994424428,13.2333891989041,14.0714658954326,14.0448680802439,13.403569708995,13.0574132539017,13.3057031445215,13.206644852803,13.6712988739145,13.4814070903269,13.7363868418424,13.5874598322148,13.6600219421929,13.3984933397243,13.6963286298571,13.6599721821381,13.5919427386369,12.7146646756169,14.0624558715485,13.9210487096446,13.2190422248847,13.0714168014608,13.3623897019585,14.2300282127928,13.7931582844552,13.4328502853497,13.6530033421237,14.3308431307463,14.0057917800301,14.4239601310807,13.43408591238,13.5924737393671,14.1052251499028,14.258358469709,15.3942106017973,13.315539404998,13.4943254848327,13.9070421594446,13.9481228970209,13.3308625960244,13.8013714641728,13.8885092201214,13.4784249461848,13.3018673709459,13.3573412120553,14.1127550172028,13.3328138804705,13.8160349908406,13.85387136406,14.1722589652008,13.6303458225514,13.6018989178877,13.7506627809859,13.9499557143398,13.4141154055338,13.3109090841051,12.9779997340295,13.5288924615198,13.5443664241473,13.4716485343794,14.0732486622992,13.4498833159139,13.8072031086411,13.3835143607554,13.9982773048559,12.9669027286346,13.5012618557455,13.6307657156896,13.1338190888467,14.126569963071,14.39985096544,13.2462455342089,13.661547825484,14.1894666197193,13.9946603348557,11.697394154308,13.4628758025607,13.5326090579868,13.8209896341602,13.5988103813586,13.649431096596,13.8152213172568
"F2",10.4628228373498,10.0024657273462,10.3080954427348,10.1847289342869,10.1859223925611,10.2897929923274,10.1849583043157,10.3805258473342,10.5330062014673,10.6103185235421,10.1890315599533,10.1273204573993,10.2715599492143,11.9586652107466,10.1088350488481,10.0616210280905,10.0443246479387,10.395585757545,10.4791996605089,10.2873249086057,10.6152724538198,11.4268216545286,10.344440789405,10.8962344769581,11.2512331127158,10.3940829621123,10.4521233107484,11.5474043504633,12.1818728377319,11.7787923862597,11.571626603588,10.1441719294893,10.6939142775868,10.4574125527978,11.2628384448338,10.874977970603,11.0186522230749,11.9619077947329,12.3865837161637,10.493566940391,10.543818067313,12.0712284308517,12.5539455810535,10.1739216359842,10.4298982447841,11.3906059660571,12.3501254954387,12.2440521603842,10.4076808668488,10.4206647938764,12.3267170792585,11.9677433681913,11.761264582881,12.1116217002637,9.91035438577934,12.2874696691343,11.9014692126538,10.5136304445425,10.451606166864,12.1473172652849,11.7814180701578,10.5686436703276,10.4072823895398,10.517620067072,10.52106150769,12.7470752142014,13.2543959515317,11.6100065209789,11.9484993823611,10.1325239061534,10.5476791158569,10.4110600869436,10.2560800172093,12.2706997397855,10.5630862556605,12.594498633912,11.7958028510377,10.7766218403198,12.525418547852,10.4028305362121,12.4156074201814,12.1557144407152,11.3689794949398,12.334499654997,12.105471743665,11.9424980311242,11.6607073470541,12.8074998036696,10.4310882409243,10.7045016516642,10.3482714264418,10.4443013444004,10.1947310287446,10.7019505464272,11.870744452137,10.3701866241196,10.8616234752311,10.6000294178446,10.2026356738845,10.5127281302307,10.1993728947155,11.0012610409721,10.4275457966291,10.0887466461788,10.1251787389483,10.6123150501629,10.4812989086307,12.3240378335553,10.4066375079468,10.3510360627574,10.2875660564152,10.4129418721225,10.279861153544,11.9081455627406,12.6570548303993,10.4240228740476,10.5400654990277,10.5663336306985,12.5368185680027,12.5323338588438,10.3110194000886,10.0250060450177,10.5230610099708,12.5929450487903,12.4784403978998,10.2879694143073,10.4350891373089,9.71920736494208,10.5591566871011,9.56377472769434,10.6600439839047
"F5",4.52079289421737,4.54166219676389,4.69556779402327,4.9255539597003,4.45692910432894,4.9825350545078,4.73557087557186,4.30731635783078,4.70553231997297,4.71658002836757,4.63545079831217,4.74426679021708,4.79229683180786,5.32610526432294,4.63309563672305,4.43328852111232,4.60701872163813,4.51543096421142,4.92496333154241,4.39606166960533,4.94031166027815,5.28911733722506,4.93100989741621,4.70227485617186,5.08428293132146,4.60940579821054,4.51333490012349,5.68529426165835,5.87810733222227,5.55853610097301,5.4774979934061,4.61685885895714,4.75640421149013,4.5909579758984,5.30572416841378,5.20678862411175,4.95119331865772,5.12816614316981,NA,4.48695584470697,4.65370449749667,4.83816509317542,5.66160237409305,4.53917788065198,5.05619027507261,5.51548742652455,5.86156108359539,5.87780046850894,4.72335594926854,4.84632614074915,6.51666286499261,NA,5.24185028003729,6.95598215620771,4.88879413182834,7.96647327871046,NA,4.69556990932097,4.466259095236,8.08610093638544,NA,4.71702434644258,4.75511752217031,5.1528333402271,4.84069693440887,7.24748612850404,8.87586398227351,6.48958592661995,5.9522894122358,4.59165974746417,4.93761027906648,4.34596704362218,NA,6.93410600306678,4.7704386893294,7.23721452912904,5.33912126078838,5.96100587389447,8.13232127491596,4.70712256623972,NA,5.47499416778363,5.50314473785645,NA,5.21706196123997,5.40601029041968,6.22960022017954,4.98605899494194,4.8507768181888,4.81902444215209,5.80780247380496,4.46489645837671,4.39710982010751,4.32675273532307,5.45933478726576,5.16177499941207,4.43546428095563,4.65498141993104,NA,4.9376781900207,4.35152376485538,4.87173507100285,NA,5.14488520420586,5.1093472185395,NA,4.8614886462872,5.88813515779006,5.27796493863375,NA,4.16997231128428,4.1216068357015,4.56702922260735,6.72587601146989,7.86985233699337,4.07728297581924,4.66587086513185,4.02812750547053,6.15384982390697,6.72765755720133,4.08883850080138,4.8996682989375,NA,7.60155693691069,8.01475719297289,4.77853020230935,4.82799542163085,4.44545502140064,6.10264856234848,4.25817878712053,4.68258045864132
"F9",5.75589722909504,5.10689669142963,4.87779725514185,5.45564017430253,5.23583549836693,4.68951002570167,4.92710264916496,5.27916031787031,5.49644576966312,5.45327541941198,5.29362248567327,5.16569162421174,5.69528207462477,NA,5.45733074672799,5.38383037987319,5.36194122777077,NA,5.50268480093913,5.12350857713079,NA,NA,4.41809400448289,NA,NA,5.39795012257952,5.52047097810702,NA,NA,NA,NA,5.48413376812165,5.64867460802733,5.46276438616004,NA,5.63753501868648,5.92932226171715,NA,NA,5.39349386434058,5.80803660213282,NA,NA,5.15294566439752,5.35216176311763,7.93925294568258,NA,NA,5.51408587657576,5.66845498435801,NA,NA,NA,NA,5.19877386620491,NA,NA,5.42767264619055,5.50658277114888,NA,NA,5.38609890629601,5.70399589071453,6.40296500196164,6.26174450960836,NA,NA,NA,NA,4.95770269401118,5.78102111333539,5.49982475183945,7.17651331030832,NA,6.17002965315873,NA,NA,6.20678606169534,NA,5.60323611595637,NA,NA,NA,NA,NA,NA,NA,NA,5.50193574472975,5.43698994067853,6.99036435977693,NA,6.6349548682942,6.34425635210064,NA,6.25515740800886,6.32050673628355,5.61378673167131,5.95340328065721,6.66930982508801,6.73648271734704,6.65645529928706,NA,6.841588895834,6.59975378866948,5.88986373069246,5.38409934521429,NA,6.5581290468817,5.6700592457105,5.56142957108755,5.55787546541153,6.52307858547782,NA,NA,5.68538573275771,5.48317340181682,7.31580030038717,NA,NA,6.42933400007002,6.5472354384551,6.21295128280236,NA,NA,5.66638163085387,5.49567171067317,5.73701752996652,6.55694430409492,6.4165654066186,5.28379513282813
"FBLN1",5.65538705916463,6.97753016017049,7.09947937880668,7.22292501453239,6.46784670270961,6.5027692859364,6.48870691998069,6.61797611517698,5.80896290222887,5.7896145264332,6.53495486080039,6.37598866946221,6.05827011017182,7.98488210625661,7.09527399062225,7.05460800077886,6.7275006797119,5.48603935053364,5.90754030320069,6.98380797504196,7.2902996506075,8.24560552699626,7.07226367422168,7.2977821999874,8.19776293546639,5.46364678399587,5.97068924545342,7.69165503483677,9.02006566495988,7.7311854374552,7.64300999306792,6.9918502356474,6.07570465448264,5.79109831907496,7.36601542707463,6.98836856865265,7.17783140494691,8.16389975445884,8.92092647914405,5.72781644276321,6.27094602377949,8.61024043061928,9.33498547486251,6.49703160296265,6.89116207295446,7.76692807246164,8.88895716622633,8.7843849525125,5.64053493091593,5.83630635105104,8.54055735584837,8.03226997618516,7.35895040936351,9.59108435025536,6.50494567350784,9.30169437157624,9.11501167263866,5.84797354894873,5.72214213090072,8.49201983706262,8.9466854231721,6.03953948724782,5.84649329645208,7.68196450262966,7.79352350383096,10.2993347607757,9.90669363777836,8.65452076122151,8.71301798109962,6.29056719183775,5.85808938091321,5.3315844658172,6.78676239701916,9.5915512441256,6.82285676414127,9.33190533504425,8.73288283500875,8.06324798859292,9.86026635295315,5.69421685218712,8.94789377148113,9.30930831270323,8.40823815519902,9.04782539715823,8.5374423177336,9.98775525179035,8.7815024407854,9.55265764741138,5.45891766089605,6.02211061605537,6.85452981004768,7.07223587580826,6.80061941568006,7.31387460818743,7.87516949028238,7.78072129423354,8.22874700519309,6.15275191818511,NA,7.33210758578613,7.36142329603657,7.83883034326794,7.24131846714634,7.07280122211721,7.00215437970992,7.41517483573356,5.95205299354744,9.22193221694792,7.38967594602343,7.03951830822169,7.01125976371318,7.51316534738937,6.70501027499178,8.00739324182965,8.97519492089705,6.01182155042598,5.66925105485577,7.00458617630183,9.5696142678986,8.8314102160793,6.98724579867145,7.07771369478244,6.82049501105188,9.10584738393437,9.16967131471467,6.29726367741151,5.72236076125279,7.35574464368626,7.33175367411338,7.55622845346348,5.72751679567136
"FCN2",5.13856056630309,NA,NA,NA,7.38699196162064,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20258423705821,NA,NA,NA,NA,7.38357470326718,8.51657465031889,8.98836089604101,NA,NA,NA,NA,5.58757201842303,NA,NA,NA,NA,7.05882515941153,NA,5.70212557618692,8.35753001214801,8.01804435376892,8.36156660658506,NA,NA,NA,5.28729497635191,NA,NA,NA,NA,NA,NA,8.26419391916187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24137115519036,NA,NA,7.39257502389379,NA,NA,NA,NA,NA,NA,NA,8.29795714055979,NA,NA,NA,7.00829415102336,NA,7.24428771400055,NA,8.0025281354403,NA,6.07438983116778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52150936059045,NA,NA,NA,NA,NA,NA,6.77622245269255,NA,NA,NA
