"","C1","C2","C3","C4","C5","C6","M1","M4","S1","S2","S3","H1","H2","H3","H4","H5","M2","M3"
"P00736",-4.6499202832056,-4.47905764109454,-5.76973486353697,-5.49541103443801,-5.29444045529118,-5.71037356676987,-4.67902012084311,-5.31492102603208,-4.96605037088447,-4.77599315674121,-5.23052013077233,-5.56750343680199,-5.77991773935075,-5.211441370685,-5.66133699482438,-4.83884793148216,-4.86860211088415,-4.72436555738657
"P01008",-4.12001813473259,-4.16835040477773,-4.17471958522186,-4.52692668722452,-4.98845557944004,-4.06571034176295,-3.5171255886812,-4.18541010318951,-4.06793275481679,-3.86211052297164,-4.6492822726498,-4.10807181816469,-4.31043245604953,-4.36058480999081,-4.49497860840226,-3.55086716851813,-4.01712463559423,-4.36528446408174
"P06396",-5.22646379865796,-4.6060019926011,-4.44053652268471,-4.95039900663198,-4.66986470269998,-4.41639345915672,-4.42545826019501,-3.86108826588305,-4.75271210975372,-4.47716637758851,-5.23560194210272,-4.31957592335841,-4.77991773935075,-4.17330624179823,-4.39830258899059,-3.60690120343246,-4.30470122569082,-4.29373120305671
"P02649",-4.18342006842354,-4.52679894069052,-5.25748371447716,-6.28958607730153,-5.33469839922143,-4.71318489831391,-5.78162596120247,-5.08249648954219,-5.10917442702819,-5.18940785151225,-5.08905620322326,-5.29448494239558,-5.48035745749184,-5.23743657921794,-5.66133699482438,-4.56467296804316,-4.39216406694116,-4.57550217147209
"P20742",-3.17497595940148,-3.22475230411116,-5.09644694393932,-5.45998233353552,NA,-5.30932841249972,-5.05621022208457,-4.60628083729896,-3.88087379776266,NA,-4.06669554393183,-4.98254093608084,-5.48035745749184,NA,NA,-5.40713169105668,-4.01712463559423,-3.29373120305671
"P05155",-3.48695396110701,-3.5065842635166,-3.18286098056546,-3.49770188827082,-3.25962268913538,-2.79158556397188,-3.51037843651894,-3.72320434429673,-3.38613844166197,-3.36164548120113,-3.53132959850878,-4.29448494239558,-4.98850436116217,-4.52694319641293,-4.18740580649197,-3.96133193800715,-3.21225497692622,-3.47974318866666
"P02671",-5.2280374098436,-4.72961059641296,-4.75424511079687,-5.25616480723038,-4.90984343504395,-4.31057766018201,-5.10220873538741,-5.28479851788137,-5.17815538027579,-4.85841578070644,-4.74458593393659,-5.15246593752315,-5.72546995532838,-5.69686819785524,-5.66133699482438,-5.51022518402079,-4.86860211088415,-4.52000705888039
"P07358",-4.75104063862885,-4.7225420101894,-5.23459084923341,-6.710193442078,-5.55749998883732,-6.32159268400177,-5.04336205358314,-4.74033875067871,-5.25324677727883,-5.04399992543557,-5.96528888687713,-6.24557534191463,-7.15842936260448,-6.69686819785524,-6.10879597179561,-5.35822209057574,-4.63727656477769,-4.92599941855622
"P01019",-4.44444407637113,-4.28611286345894,-5.32517914355467,-5.33195225634377,-5.76362617265776,-5.8356046849421,-4.83314302400172,-5.25585807701592,-4.59979285419497,-4.23672439823271,-5.20737202535927,-6.567503436802,-6.48035745749184,-6.26390879057913,-5.94373672552511,-5.13582966923929,-4.83757521526352,-4.85561009066483
"P10909",-4.08819617100889,-3.94514806514323,-4.51726833246944,-4.03788794684319,-3.91727281231475,-3.36381181609969,-4.01726160163257,-4.27460067681439,-4.49429799490176,-3.91225097165949,-4.25275722110009,-4.15246593752315,-4.45798964446339,-3.99642847971415,-4.5682275904329,-4.43222267201951,-4.03461206232307,-4.13940305666542
"P02763",-2.55098452573284,-2.13774172288972,-2.3017538998541,-4.02783731981851,-3.63779095663313,-3.655487562809,-2.633572378139,-3.2980058789877,-2.11668646188089,-2.51396919179672,-3.92655948424248,-4.83053784263579,-5.1949552386296,-5.01879629274261,-5.13082227812561,-3.63575606610464,-1.97009930076835,-2.0630521705353
"P01861",-2.19361274141083,-2.50269944691764,-2.58222161067002,-3.0579221065596,-3.39282790047739,-2.88255518691994,-2.8098948921557,-3.13468995197884,-3.27001576204835,-3.35576996717259,-3.90859203588497,-3.76014851474439,-3.94119864638381,-3.86904917323792,-3.75231065487187,-2.86423324990207,-1.62729247620507,-2.46656779991893
"P68871",-4.01226902003774,-4.05965362786446,-2.78729031612874,-4.1609754968359,-4.19757075778454,-4.5040883490687,-4.10505759985274,-3.00988578734168,-3.90148107536213,-3.39213913446471,-3.45615075696555,-4.08637674706538,-4.15842936260448,-4.64375686139568,-4.64539545095536,-4.2427448731558,-2.6108043534165,-4.13940305666542
"P07357",-5.48718947764961,-5.61096724790197,-5.80122240368114,-6.85463969916511,-6.17918553667042,-6.0436158935042,-5.85305606359589,-5.64928202946721,-6.1397228185406,-5.47624782943578,-5.66462148616982,-5.90453842407956,-6.67300253543424,-5.93133345149226,-5.98326508971174,-5.74155073012724,-5.18271070131221,-5.78849589480629
"P43652",-4.02555698937458,-4.28491268831437,-4.69306016537786,-4.52202014187214,-4.34507101542054,-3.86834452110575,-4.12853225329665,-3.93312774757528,-4.16903179445272,-3.89452816113794,-3.63041938455843,-4.10807181816469,-4.50307753399193,-4.4040864486274,-4.32030007698932,-3.90756068156617,-4.77745422282595,-4.54748779530249
"O43866",-5.13940077237495,-5.70982004059814,-6.93057776771469,-6.01933532326356,-6.29406359211496,-5.08831256410684,-5.76531847995205,-5.46050180624877,-5.3829090067591,-5.59329805878413,-3.80600246376471,-5.19826962713627,-4.67300253543424,-5.211441370685,-5.72692533645196,-5.45775776412665,-5.14423655349757,-5.38994651831601
"P02766",-2.82987550841155,-2.83146682122785,-3.51129993560763,-3.13435036633853,-2.97241185393072,-2.65615978058969,-2.70288783981504,-3.78915876413587,-2.77443773879724,-3.04098859921596,-3.61543833710608,-4.10807181816469,-3.95679550143483,-4.1484315731592,-4.28282537157065,-3.04594416572209,-3.76280744686155,-3.37756279386018
"P05156",-4.96115620462774,-4.39984625362604,-5.51726833246944,-5.61219255913417,-5.2941892022357,-4.69464149744973,-5.26658283259893,-4.99502018061441,-5.40734486807803,-5.06606999328499,-5.25146987852056,-5.62890398146614,-5.95679550143483,-5.49523433668559,-5.94373672552511,-5.51022518402079,-4.55927405277641,-4.72436555738657
"P04196",-4.8325698767435,-4.8525236732023,-4.72418337522687,-4.24165866161955,-3.90202132957586,-4.0810671446107,-3.750453956746,-3.86087299783627,-3.4718774098739,-4.07710526271175,-3.71465417545812,-4.29448494239558,-3.80793211552035,-3.99642847971415,-4.59860123947642,-4.45775776412665,-5.10676184807891,-5.03847414781463
"P06681",-4.69859441329711,-4.46656242799393,-4.93205883869429,-4.85944280482016,-4.70951983433375,-4.10837116385625,-4.62945670414612,-4.98953516469903,-4.64469968214054,-4.47546750498442,-4.7861078243503,-5.76014851474439,-6.15842936260448,-5.31835657460151,-5.00344297164938,-4.94318459129689,-4.66424361237796,-4.72436555738657
"P27169",-5.0252149546859,-5.55890539461284,-6.15395740074408,-6.01933532326356,-5.82038363496139,-5.84174429913847,-5.39175402122221,-6.04712479197506,-5.26562176019605,-5.06934456832606,-5.65710247578161,-5.19826962713627,-5.95679550143483,-5.43383379202145,-5.27054704179222,-5.62125649640953,-4.90031097061148,-5
"P05546",-4.66229025829059,-4.76149840017213,-5.36968609179952,-4.44038393658428,-4.35571536795795,-4.97472767426442,-4.4574217144759,-4.64928202946721,-4.22338867682975,-4.78344366540028,-4.04133524307471,-4.72620118282105,-5.43596333813339,-4.95270710228483,-4.88640355045916,-5.51022518402079,-4.71973872496966,-5.11864449649862
"P07225",-5.17364865822789,-4.9038954403655,-5.41560989927913,-5.35447725566355,-5.33482759772068,-4.96960084032534,-5.25216422728691,-4.96262927817005,-5.13563401519859,-4.81488747357939,-4.78201316776864,-5.15246593752315,-5.95679550143483,-5.73339407388035,-5.8312619962667,-5.2207185668258,-5.26288104999619,-4.92599941855622
"P19652",-3.74332440310233,-3.45162326094108,-4.69599288925253,-4.50713434189014,-4.44194159115454,-5.31507555044255,-4.44895093145754,-4.40274894970725,-3.44937025257348,-3.78207664398188,-4.70035668646317,-5.34511101546555,-5.62237646236427,-5.55936467410531,-5.98326508971174,-4.26511268618425,-3.67791854927503,-3.52000705888039
"P02750",-5.07019051430048,-4.57253217582725,-5.23459084923341,-6.01276766368973,-6.17918553667042,-5.59605353492479,-6.60419895435088,-5.71275197566965,-5.1748254314044,-6.10560452480295,-5.18754044969427,-6.24557534191463,-6.39289461624151,-5.93133345149226,-5.94373672552511,-5.80568106754696,-4.55927405277641,-4.27064758994367
"P02042",-4.69532563665019,-4.6719814602039,-3.30923766875692,-5.22091115450733,-5.46452251211644,-5.49327669179394,-5.08435713563141,-2.9477810849796,-4.34724593586126,-4.22397991538121,-3.52307562703138,-4.62890398146613,-4.77991773935075,NA,-5.27054704179222,NA,-3.58480914488355,-4.8903755088255
"P01877",-4.49823491401369,-4.22983146384615,-5.4623302203017,-6.47367316817126,-6.6061028878648,-4.62109359726028,-5.52627597881791,-4.84656739968493,-4.94825926626834,-6.13843254798243,-5.48626819262085,-4.8670637186609,NA,-5.43383379202145,-5.34583516909646,-4.90756068156617,-4.96589931223906,-3.87288808209666
"P36955",-5.38115104328697,-5.39104443637215,-6.68085599260435,-7.38447852815497,-8.29481741693794,-6.43086069096407,-6.81168839730533,-6.75625945402236,-6.42043099120676,-6.5649141503842,-6.31083542592695,-5.83053784263579,-5.83650126771712,-5.88951327579764,-7.98326508971175,-7.6801501854631,-5.53418307181359,-5.60407132366886
"P25311",-5.44261595924423,-4.95518694121564,-5.6234426840453,-5.40762851274822,-5.81966020757209,-4.39189246685095,-5.55468210885826,-5.80698688442544,-5.60455410311915,-5.27017237834604,-4.81472200147174,-5.24557534191463,-5.1949552386296,-5.01879629274261,-5.5682275904329,-4.94318459129689,-5.53418307181359,-5.60407132366886
"P08185",-5.26448304279949,-5.11187885117872,-5.54516455666297,-5.80338434116722,-5.97228623068491,-5.23136489460794,-4.92184605674392,-5.48212231411593,-5.05146792713628,-4.96864733009996,-5.71838407379399,-5.69303431888585,-6.23242994404826,-6.5593646741053,-5.94373672552511,-5.26511268618426,-5.22223906549884,-5.29373120305671
"P02652",-3.53326522253079,-3.94857978307522,-4.42749702982838,-4.6003665981576,-4.52183562983321,-5.13312639936825,-3.83308476158351,-3.80457693854803,-4.05241814438947,-3.94450507860067,-4.53367485724383,-4.39757843535968,-4.92576860581421,-4.7150155445655,-4.66133699482439,-3.97971046732201,-3.50952101757932,-3.35310975013564
"P02760",-5.94768139677566,-4.89080129584196,-5.54592026552007,-6.62557529813646,-6.29456609822972,-5.86209090273558,-5.82744012944609,-5.88814168746841,-6.54495983173784,-5.74510041405635,-5.94350583823603,-5.34511101546555,-5.95679550143483,-5.80934292711365,-6.19899378076718,-4.94318459129689,-5.03461206232307,-5.03847414781463
"P00740",-5.46534910821971,-5.0838931545485,-6.62184829306111,-6.6224068294281,-5.82038363496139,-7.2887556065863,-6.68584713951943,-6.33233527215575,-6.27584449499002,-5.93318479221404,-7.41420650857963,-8.56750343680199,-8.15842936260448,-8.69686819785524,-8.8312619962667,-7.26511268618425,-6.22223906549884,-5.85561009066482
"P12259",-5.10667061080442,-5.5467450802457,-6.99988194241446,-6.19545969022826,-7.46423982473612,-5.50520347245884,-6.68664705993318,-6.85956317753554,-6.17423348134244,-5.69918624844128,-5.08721738866767,-7.34511101546555,-7.89539495677069,-6.69686819785524,-6.8312619962667,-6.56467296804316,-5.86860211088414,-6.44057259138599
"P02753",-4.52170811008327,-4.10166640223569,-4.9673423885304,-6.69907513219138,-6.82020274410279,-5.07747580218503,-4.97032183614914,-5.88503547725272,-5.08736928018118,-5.52493272604634,-6.38342597375932,-6.15246593752315,-6.23242994404826,-5.49523433668559,-6.39830258899059,-5.09518768474194,-5.58480914488355,-6
"Q03591",-5.30353138644843,-5.34952432546039,-6.73891990146524,-7.37293543321035,-7.55765076430288,-6.39704519054763,-7.26816970687238,-6.16698567140661,-6.12971391326834,-6.41724673517719,-6.43159592373277,-6.83053784263579,-7.67300253543424,-7.0187962927426,-7.24629949554554,NA,-5.69172434880006,-5.29373120305671
"P04070",-6.10522390077958,-6.03421280118142,-8.32388240218639,-8.00145081081679,-7.55765076430288,-9.02510866554482,-7.02654985089046,-7.63208729269622,-7.16442837989458,-6.32613129442654,-7.63008436560018,-6.98254093608084,-7.89539495677069,-7.69686819785524,-7.98326508971175,-7.45775776412665,-6.69172434880006,-6.66296501272243
"Q96IY4",-5.60334535927179,-5.67350506006918,-6.86445078354909,-6.18029035526796,-6.82056454850366,-5.50265986930332,-5.85930824101401,-6.37214990235055,-5.97888910223099,-5.9176806546184,-6.11551119277042,-6.69303431888585,-5.67300253543424,-5.66124428812452,-6.39830258899059,-5.80568106754696,-6.22223906549884,-6.54748779530249
"Q96PD5",-5.72633882331329,-6.10551110805938,-6.67919690920087,-6.94512638935897,-6.29431482329381,-6.84643561940614,-5.48443248831913,-5.15946016614135,-5.21484256470553,-5.5569938942445,-6.75148487985257,-6.45202621938205,-9.48035745749184,-7.11190569713408,-6.24629949554554,-5.40713169105668,-5.93273244830386,-6.54748779530249
"P03952",-5.17440696650783,-5.38811002877346,-7.51652748012879,-7.98378529348139,-8.00521940605625,-5.82630708687456,-6.24167306581791,-6.04365714318919,-5.9930911122364,-6.19824164322157,-6.49233772098934,-5.90453842407956,-6.89539495677069,-5.93133345149226,-7.24629949554554,-5.74155073012724,-5.30470122569082,-5.44057259138598
"P29622",-5.32387977350947,-5.58555954708579,-6.51800956544785,-5.75215520248409,-6.25441981205342,-6.38861265777394,-5.07657228676848,-5.47210778401293,-5.29509401713429,-5.01048959014995,-4.74567357774298,-6.45202621938205,-6.57346686188333,-6.21144137068499,-5.90526257771047,-5.74155073012724,-5.9998466441624,-6.66296501272243
"P00748",-5.51128031221508,-5.36247799363717,-6.28137483761833,-7.4985433552185,-7.29381240467794,-7.48792471064085,-5.51530805162007,-6.97083839574687,-5.64739519098523,-5.81203540868695,-6.72981109143078,-6.98254093608084,-7.89539495677069,-8.0187962927426,-7.34583516909646,-5.94318459129689,-5.3477699475827,-5.60407132366886
"Q14520",-5.69841262016532,-5.59579243860525,-5.93156497940763,-5.84051358777034,-5.33495680779115,-5.37258074920726,-5.59070143666958,-6.04810478285199,-5.72836037607945,-5.6595978964002,-6.0968951351183,-5.98254093608084,-6.67300253543424,-6.06459998235572,-6.56822759043291,-6.01718517274066,-5.80720156622,-5.49304001128011
"P01834",-2.80414466382745,-3.0126789978856,-4.25748371447716,-4.08574382059928,-4.2162528052173,-3.88458787473742,-4.04215369611496,-3.86852157214666,-4.0803679577086,-4.19512121602136,-3.77978474061673,-3.410998951122,-5.67300253543424,-4.37494010296788,-4.25837232784612,-2.92526268329964,-2.69172434880006,-2.58971603069179
"P60709",-5.80253182936059,-5.93619851412609,-6.41560989927913,-3.50386733859283,-7.2155984003299,-6.58784118018833,-8.57267340200966,NA,-6.74268058562268,-6.33487471404914,-5.24121228383757,-5.24557534191463,-4.67300253543424,-5.77086877929902,-5.69375847251676,-6.35822209057573,-6.48527347133264,-6.34103691783506
"P04004",-4.36228682770977,-4.28045361653084,-5.11106994363089,-5.07526924763338,-5.14242479815407,-4.43343042407073,-4.88957298971776,-4.45934632712615,-4.30860812889981,-4.35908910674198,-4.54152003582308,-5.02318292057818,-5.12280545287376,-4.62647886996384,-4.7608726683753,-4.31091637579738,-4.46142672937827,-4.18183832298581
"P35858",-5.70023158315058,-8.0850382815734,-6.86256669250979,-6.13345952894305,-6.29431482329381,-5.63401046261083,-5.72514018423915,-6.20740141341162,-5.46528957511597,-5.52607312799383,-5.55956768357674,-5.62890398146614,-5.67300253543424,-6.06459998235572,-5.66133699482438,-5.40713169105668,-5.69172434880006,-5.72436555738657
"Q08380",-5.977843591951,-5.97133824223581,-6.6234426840453,-8.01933532326356,-6.51048124736122,-6.60182289142605,-7.34421565142128,-6.33657220536218,-6.62524022073914,-6.51774848886436,-5.3671614038548,-7.15246593752315,-9.48035745749184,-8.0187962927426,-9.15319009115406,-7.6801501854631,-5.86860211088414,-5.60407132366886
"P02748",-6.10281593660085,-4.80238097275264,-5.21565853527491,-5.46162229071187,-5.58182675412673,-5.71563750984593,-5.19838036435342,-5.34355246127057,-5.53449069001031,-5.14227670800381,-5.2468445282302,-6.24557534191463,-6.15842936260448,-5.37494010296788,-5.5682275904329,-5.6801501854631,-4.69172434880006,-4.96252529458134
"P08519",-6.17440696650783,NA,NA,-8.87454857802268,-9.87777059276481,-6.83706818455859,-6.81544906484945,-8.53152071007396,-9.93915939908086,-7.79115236228144,-6.27272833126269,-9.15246593752315,NA,NA,NA,NA,-8.80720156622,-7.66296501272243
"P00742",-6.53221182915209,-6.10244141338986,-6.51800956544785,-7.72819364881578,-7.14276405624873,-7.52913414694672,-7.36248867835547,-7.09859696521846,-7.33023482021389,-6.36247262460589,-6.79733530982702,-7.56750343680199,-8.48035745749184,-8.69686819785524,-8.15319009115406,-7.6801501854631,-6.69172434880006,-6.34103691783506
"P15169",-5.91983139446378,-5.7127100273256,-5.32258682532494,-6.70629984899715,-6.55704775696249,-5.84751107871106,-5.81733308111532,-5.82855297738636,-5.47070519809302,-5.32669705145458,-5.34997644640745,-6.83053784263579,-6.67300253543424,-7.31835657460151,-7.24629949554554,-5.56467296804316,-7.0702359720538,-6
"P22792",-5.88835563937736,-5.51098124925776,-6.51652748012879,-6.6224068294281,-6.82020274410279,-7.11992526636649,-6.33754740754117,-6.38649549592732,-5.81993095842251,-6.40388102325738,-6.05407179887061,-6.24557534191463,-7.15842936260448,-7.11190569713408,-8.15319009115406,-6.94318459129689,-5.9998466441624,-6.24792751344359
"P05160",-6.17491272688582,-6.28668218054436,-6.46518646216,-7.19038550245683,-6.94048124925245,-5.90632016511687,-6.23604672210587,-5.98739810676161,-6.51989863488985,-6.10125444016286,-6.58269237743953,-7.15246593752315,-8.15842936260448,-7.31835657460151,-7.45275037301297,-6.26511268618426,-6.14423655349757,-6.24792751344359
"P08571",-6.83177211101099,-5.95295521120766,-8.15626352516435,-9.26310149388705,-8.87927732401496,-9.29863758789564,-8.75217719127274,-9.05408519458972,-7.56404026713167,-8.37349103411671,-7.40272892972967,-10.1524659375231,NA,NA,-9.56822759043291,-8.26511268618425,-5.9998466441624,-6.24792751344359
"B9A064",-4.24787339599437,-4.53052273070591,-5.17442740437091,-5.2680444265343,-4.98855720988923,-5.28556669184522,-4.91071369302903,-4.8040504090033,-5.3771424596363,-4.96265301956492,-4.50486041604374,-4.59787708584551,-5.31043245604953,-5.01879629274261,-5.19899378076718,-4.40713169105668,-4.77745422282595,-4.57550217147209
"P20851",-5.85877036592205,-5.73854460288853,-7.6186647874882,-7.7579120042024,-7.87927732401496,-7.6579579816345,-7.17367978768764,-7.89213420017955,-7.25193079556994,-7.30110961807968,-6.92614895166316,-7.15246593752315,-10.4803574574918,-7.84887129130029,-8.34583516909645,-6.80568106754696,-6.14423655349757,-6.24792751344359
"P03951",-6.77617277695283,-6.70295563275021,-10.3032915055202,-8.87454857802268,-8.6575311266718,-7.38646818012273,-8.31959649888229,NA,-10.1375897422715,-7.80827286534093,-8.27796128876555,NA,-10.4803574574918,-11.0187962927426,-10.1531900911541,-7.26511268618425,-9.39216406694115,-7.44057259138598
"P07996",-6.44596927885924,-6.42280740830139,-6.4623302203017,-6.39882279276023,-6.50960591411105,-7.52568703090706,-6.28550944802774,-8.74654219815485,-6.23342122927957,-7.21446354113223,-6.27691400527202,-6.06500309627281,-6.39289461624151,-6.43383379202145,-6.24629949554554,-5.74155073012724,-8.39216406694116,-6.54748779530249
"P07360",-6.44474898790175,-6.76923154587723,-7.07704680396978,-7.89091856064036,-6.82020274410279,-6.14777361597519,-6.66757457292714,-6.28128676058445,-6.55404894191334,-6.51998688948243,-6.48022409228206,-7.15246593752315,-7.15842936260448,-6.62647886996384,-6.19899378076718,-6.80568106754696,-6.22223906549884,-6.54748779530249
"P04040",-6.67315867173005,-7.90534616249807,-8.14706106314358,-9.10197567094923,-10.4642398247361,-8.96093065094254,-9.61586006921886,-6.26162985469139,-8.01627793997454,-6.45852772598323,-9.53430288245463,NA,NA,NA,NA,NA,-6.58480914488356,-8.66296501272243
"Q96KN2",-6.94724932843093,-6.25603097567113,-8.34477144328492,-7.08810118926822,-8.00439712330907,-5.91010260596912,-6.66875258629959,-6.46578759957585,-6.42260132128869,-6.59162284067963,-6.90170921463281,-6.34511101546555,-7.67300253543424,-8.0187962927426,-8.15319009115406,-6.6801501854631,-7.22223906549885,-7.07800251200127
"P0DOY2",-4.54460089617628,-4.67991610236921,-4.95245402050615,NA,NA,NA,NA,NA,-5.61723130419349,NA,-4.62640889575079,-4.62890398146613,NA,-5.01879629274261,NA,-4.28783276268434,-4.93273244830386,-4.72436555738657
"P48740",-6.94811359455799,-7.17141757007836,-10.3238824021864,NA,-9.46198031755399,-9.43570477594718,-7.61137615995909,-9.6114053310609,-8.28258997861755,-9.18569881668116,-8.643530173817,-7.56750343680199,NA,-9.43383379202145,NA,-7.94318459129689,-7.39216406694116,-7.92599941855622
"P36980",-6.21028373426473,-5.95690153880522,NA,NA,NA,NA,NA,-6.99553421642796,NA,NA,NA,-7.34511101546555,NA,NA,NA,-7.6801501854631,-6.39216406694116,-6.07800251200127
"P00746",-7.35998464606511,-6.3995346868121,-5.6833482005684,-5.93236284182437,-6.41970866476574,-6.5100842729572,-5.89564500631645,-5.80992934897042,-6.62734901806007,-6.25343355347394,-6.75148487985257,-8.15246593752315,-8.48035745749184,-7.31835657460151,-7.24629949554554,-6.80568106754696,-8.0702359720538,-6.66296501272243
"P04278",-6.77694037483875,-7.71534725273124,-8.73891990146523,NA,NA,NA,-9.22063228942806,-8.79236391413278,-6.57670323810054,-8.48535015128912,NA,-8.15246593752315,NA,-10.0187962927426,-8.5682275904329,-7.94318459129689,NA,-8.66296501272243
"P80108",-6.14038820933183,-6.2184066672916,-9.31355021866197,-8.38447852815498,-7.07170705826849,-9.79526662604183,-6.54074319974389,-6.94473197683688,-6.52092350347143,-5.87462329612803,-6.92614895166316,-7.56750343680199,-7.15842936260448,-6.84887129130029,-6.45275037301296,-6.80568106754696,-6.80720156622,-6.92599941855622
"P02655",-5.86080332461972,-6.60588870348177,-7.51652748012879,-10.180290355268,-9.46423982473612,-8.40770031859668,-7.51912972619938,-8.27314252163345,-6.39020527000675,-7.32384258296844,-7.86817579714385,-8.15246593752315,-7.89539495677069,-7.31835657460151,-8.8312619962667,-6.94318459129689,-7.39216406694116,-7.24792751344359
"P02679",-7.94379743214045,-6.96587868251198,-10.3447714432849,NA,NA,-8.71367508717448,NA,NA,NA,-9.75750906816934,NA,NA,NA,NA,NA,-9.26511268618425,-8.39216406694116,-6.78849589480629
"P68133",-6.10474198631095,-6.18171355485443,-6.62503883901653,NA,NA,NA,NA,NA,-7.27595818659315,NA,NA,NA,NA,NA,NA,NA,-6.69172434880006,-6.66296501272243
"P23142",-6.40263261154028,-5.9146679912038,-5.67919690920087,-6.14323114809461,-6.37651097536464,-6.2887556065863,-6.47263683103696,-5.96754914128618,-6.37145074238537,-5.84297998014808,-5.76317818437247,-5.98254093608084,-6.77991773935075,-6.84887129130029,-6.56822759043291,-5.8727952634055,-6.07023597205379,-5.72436555738657
"O14791",-6.48750355952558,-6.93544790930495,-7.1493561814344,-6.7579120042024,-6.25490869550131,-6.8558642748341,-6.19423496732591,-6.2112864027441,-6.10627348708633,-6.08646068997043,-6.44330641530844,-6.34511101546555,-7.31043245604953,-6.49523433668559,-6.56822759043291,-6.26511268618426,-6.30470122569082,-6.54748779530249
"P05543",-6.32416023723384,-6.11327658398288,-6.80302801223213,-6.61558928701337,-7.00480820609882,-7.96093065094253,-6.4244941952687,-6.55461947775256,-6.42432598208884,-6.31161219063126,-5.63008436560018,-6.15246593752315,-6.31043245604953,-7.211441370685,-6.06572724990372,-6.80568106754696,-5.9998466441624,-6
"P51884",-6.40322507369961,-6.14267604097799,-7.73546761195464,-8.87454857802268,-8.65623896801767,-7.35519460612261,-8.12714009894874,-7.1519737124236,-7.24462906998756,NA,-7.49965405698887,-6.567503436802,-9.48035745749184,-8.69686819785524,-7.8312619962667,-6.35822209057573,-6.58480914488356,-6.54748779530249
"Q92954",-6.53156396916096,-7.0998105231871,-8.73891990146523,-10.1019756709492,NA,-8.38646818012273,-8.38185191253942,-9.9993201582395,-6.44665116809126,-7.94023898322473,-8.32052264365661,-9.15246593752315,NA,NA,NA,-8.68015018546309,-7.0702359720538,-7.44057259138598
"P13796",-6.62670430797629,-7.53094566023011,-9.30329150552022,-8.67813899316589,-9.14321652451052,-7.89948640357844,-10.1963386606802,-9.53152071007396,-7.1140220447258,-8.28579279537953,-7.33353808620016,NA,NA,NA,-10.1531900911541,-10.2651126861843,-7.39216406694116,-8.24792751344358
"P06702",-6.67244433927517,-5.76877038064646,-7.23763999112733,-6.4769862763565,-6.51018941059661,-6.92760508835281,-9.96681441326058,NA,-7.38879420897384,-8.53907575820871,-8.79133526391511,NA,-9.48035745749184,NA,NA,NA,-7.58480914488355,-7.92599941855622
"P26927",-6.8325698767435,-6.37660267279145,-6.5666924560225,-6.60880380983961,-6.29456609822972,-5.34444127750876,-6.67097731089192,-7.37650557144241,NA,-6.08812035393279,-7.04066763289061,-7.56750343680199,-6.89539495677069,-7.55936467410531,-7.24629949554554,-7.94318459129689,NA,NA
"P05090",-6.62670430797629,-6.68014176803258,-6.41147210176145,-7.98378529348139,-7.29381240467794,-7.08276658048983,-7.2555441166099,-7.78077132508673,-8.62936365855768,-6.45937412066247,-7.96951603441902,-7.56750343680199,-6.77991773935075,-6.69686819785524,-6.39830258899059,-6.56467296804316,-5.9998466441624,-6.34103691783506
"Q15582",-6.67387335805295,-7.16076823519476,-7.73546761195464,-6.87454857802268,-6.82056454850366,-5.86684896433782,-6.96057186089672,-7.79236391413278,-6.37940270001897,-6.62089752688994,-8.46105233332563,-7.34511101546555,-7.48035745749184,-8.0187962927426,-7.98326508971175,-7.94318459129689,-7.39216406694116,-7.07800251200127
"P02656",-5.17415415279178,-5.53873350204834,-6.32388240218639,-6.10232686955628,-6.5573492291276,-6.18530789726023,-5.52456032702149,-6.11408675437891,-5.36560639456729,-4.97391028446127,-5.20687329322697,-6.567503436802,-5.89539495677069,-5.77086877929902,-6.24629949554554,-5.56467296804316,-5.69172434880006,-5.54748779530249
"P02776",-5.80487836687349,-5.94115931753685,-7.15165495674366,-7.2680444265343,-6.87890049365083,-6.85666717070598,-6.67925634164941,-7.07208909143666,-6.37655427482724,-6.80592489669892,-5.98654958105719,-7.83053784263579,NA,-7.0187962927426,-7.34583516909646,-5.6801501854631,-6.39216406694116,-6.07800251200127
"P35542",-5.72522724346702,-5.75255420402367,-5.51578700803516,-5.63428863392415,-5.14231172984876,-5.92646825857078,-5.43267992418956,-5.45588543206096,-5.56730801118543,-5.75696939034005,-5.96867028185762,-6.83053784263579,-7.31043245604953,-6.21144137068499,-6.24629949554554,-6.80568106754696,-5.53418307181359,-5.24792751344359
"O75882",-6.44535900435895,-6.5188397699152,-7.07704680396978,-7.27877504605372,-6.46423982473612,-6.63088611590361,-7.01487670623861,-6.24785573537851,-6.57440786717899,-5.96603392065549,-5.86030493810728,-6.34511101546555,-6.89539495677069,-7.211441370685,-6.06572724990372,-5.8727952634055,-6.58480914488356,-7.66296501272243
"P02746",-6.40026519293533,-6.26351851038028,-6.79941905211956,-7.48605467114666,-6.87927732401496,-5.44339461077642,-6.41557889053298,-6.80992934897042,-6.63383966702572,-6.23249796816734,-6.12020298451149,-6.45202621938205,-7.31043245604953,-6.62647886996384,-6.34583516909646,-6.56467296804316,-7.39216406694116,-6.44057259138599
"P0DP04",-6.57768110308678,-6.26808839994176,-10.3032915055202,-10.180290355268,NA,NA,-8.2901268623316,-7.53152071007396,-7.92614857995838,-8.39804253360515,NA,-8.15246593752315,NA,-11.0187962927426,-9.56822759043291,-6.6801501854631,-6.69172434880006,NA
