"","C1","C2","C3","C4","C5","C6","M1","M4","S1","S2","S3","H1","H2","H3","H4","H5","M2","M3"
"P04430",-7.62601260502022,-7.65381884225754,-10.3238824021864,NA,NA,NA,-8.19633866068024,-10.531520710074,-8.22072380064728,-8.69547688200914,NA,-7.34511101546555,NA,NA,NA,-7.45775776412665,-7.58480914488355,-7.66296501272243
"A0A0B4J1V1",-7.0624492010389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04745",-8.19995272478883,NA,NA,NA,NA,NA,-9.33379427637991,NA,-8.63576129992613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01814",-8.21443694168287,NA,-10.3032915055202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"A0A075B6S6",-7.71452589761859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A075B6K4",-9.52703707700515,-8.41340280691388,-7.71832900479906,-7.581976611714,-7.46423982473612,-7.14909900500065,NA,-8.2095926151866,-6.55189150394047,NA,-7.78834752197442,NA,NA,-6.77086877929902,-7.45275037301297,-8.26511268618425,NA,-8.66296501272243
"P05154",-7.95244270855057,-7.90534616249807,NA,-10.1019756709492,NA,NA,NA,NA,-9.22072380064728,NA,-8.643530173817,NA,NA,NA,NA,-8.68015018546309,NA,NA
"A0A075B6H9",-9.94379743214046,NA,-8.32907637568155,NA,NA,NA,NA,-10.531520710074,-9.65393880650878,-9.72615959765786,NA,NA,NA,NA,NA,-8.26511268618425,-10.3921640669412,-8.66296501272243
"Q14651",-10.5218808196762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P60985",-8.95070950379069,-8.84212206386857,-9.73202356386473,-10.263101493887,-9.46423982473612,-10.2986375878956,-8.94070928442011,-10.531520710074,-9.53567522686894,-8.24704789928988,-10.4374392876578,NA,NA,NA,-11.1531900911541,-10.2651126861843,-8.80720156622,-9.24792751344359
"P09486",-8.53740520927173,-8.62335570972929,-9.30329150552022,-10.263101493887,NA,-8.89059127061504,-10.0770168489135,-10.6959739345691,-9.26195007703608,-10.0703126520103,NA,-9.15246593752315,-9.48035745749184,-9.0187962927426,-10.1531900911541,-9.26511268618425,-8.39216406694116,-10.2479275134436
