"","F1_126","F1_127N","F1_127C","F1_128N","F1_128C","F1_129N","F1_130N","F1_130C","F1_131N","F1_131C","F1_132N","F1_132C","F1_133N","F1_133C","F2_126","F2_127N","F2_127C","F2_128C","F2_129N","F2_129C","F2_130N","F2_130C","F2_131N","F2_131C","F2_132N","F2_132C","F2_133C","F3_126","F3_127N","F3_127C","F3_128N","F3_128C","F3_129N","F3_129C","F3_130N","F3_130C","F3_131N","F3_131C","F3_132N","F3_132C","F3_133N","F3_133C","F4_126","F4_127N","F4_127C","F4_128N","F4_128C","F4_129N","F4_129C","F4_130N","F4_130C","F4_131N","F4_131C","F4_132N","F4_132C","F4_133C","F5_126","F5_127N","F5_127C","F5_128N","F5_128C","F5_129N","F5_129C","F5_130N","F5_130C","F5_131N","F5_132N","F5_132C","F5_133N","F5_133C","F6_126","F6_127N","F6_127C","F6_128N","F6_128C","F6_129N","F6_129C","F6_130N","F6_130C","F6_131N","F6_131C","F6_132N","F6_132C","F6_133N","F6_133C"
"O14791",0.292781749227846,-0.0603972796439563,-0.212567535483132,0.847195186589395,0.0538064436957938,-0.37145968073724,-0.590744853315162,-1.9378782880922,-0.471928835421265,-0.504304837375931,0.175045486110914,0.321928094887362,0.263034405833794,0.00432160595009347,-0.272297327162762,0.528071164578735,-0.666576266274808,0.413594082409175,-0.800877357986399,0.12565110166152,-1.43830727860169,-0.862496476250065,-0.0908029370083126,-0.277533975528909,0.22404027421793,-0.131313234677865,-0.327348370671615,-0.473931188332412,1.02998286621571,-0.477944250839036,0.513995979367013,0.235114320376357,-0.181149439104566,0.351628329102782,-0.140825544133565,0.220329954879556,-0.650634722405787,0.0440443327060212,-0.186064929518683,-0.254977850962736,-0.0619024389259069,0.477159211186641,-0.181149439104566,-0.390245037827557,-0.204233052217608,0.53605290024021,-0.0985055449524251,0.104336659814736,0.564622052436981,0.269033146455237,-0.388355456626338,0.134878054343112,-0.261880711217424,0.136191386287144,-0.696657605512669,-0.260151897300673,-0.144010302691519,0.358396261956654,-0.516635639286651,0.0690146779151805,-0.0174170530774094,-0.338250400189295,-0.432454552356253,-0.741782610463982,-0.214240225572989,0.0299828662157143,0.400537929583729,-0.833927324053294,-0.334607228958109,-0.0877333719335504,0.100304905795685,-0.0740005814437769,-0.382701517159154,0.492622328574446,0.205392512989685,0.486456955768731,0.568518597792544,0.0440443327060212,-0.891642821909581,-0.316528107144772,-0.0755200076409777,0.344828496997441,-0.168122758808327,0.397255345594427,0.51500591643373
"P02753",0.37851162325373,-0.117161344232749,-0.217591435072627,-0.45205668870965,-0.13764780046798,0.101650076094435,0.617298482840846,0.0524158941511385,0.264236151043547,0.172487515510134,0.119024103142275,0.0579700686373299,0.216610068742442,0.018634174139051,0.173767067736706,0.249748715083569,-0.434402824145775,-0.558516520417355,-0.373327247394007,-1.05589120089205,-0.177881725270655,0.160920188181103,0.259423152281415,0.134878054343112,-0.31114825613412,-0.0755200076409777,0.703986603863431,0.0398402645317911,0.0690146779151805,-0.277533975528909,-0.41888982477445,-0.338250400189295,-0.841662972832899,-0.179514657013621,-0.181149439104566,-0.38458370273713,0.137503523749935,0.130930869826449,0.094911647025467,-0.106249498279434,-0.104697378666693,0.289244285156642,-0.541617995843987,-0.691988685447822,-0.321928094887362,-0.63262893435147,-0.0306192350583921,0.278579550458423,0.367371065648529,0.381837083906047,-0.325539348439741,0.0271540515037266,0.352758525040637,-0.077041035763828,-0.918660372548061,0.178873958169795,-0.261880711217424,0.339137384919585,-0.496142467422571,-0.727379545337008,-0.318325858207167,0.200378797984026,0.488515008957812,-0.894321922105463,-0.118726938570751,0.327687364176047,0.196607044094818,0.0285691521967709,0.432959407276106,0.228972569760161,0.0799753767205959,-0.171368418311981,-0.508403405589552,-0.691988685447822,-0.394031641158542,-0.0785636691937021,-0.00433459026389113,-0.0740005814437769,-1.07096652135414,-0.150400988848548,0.31150311546827,0.408168370708106,0.68885174386588,-0.352915787371046,0.407080775450501
"Q96PD5",-0.171368418311981,-0.194294815161489,-0.0831412353002459,-0.300448367476911,-0.332789087519129,0.411426245726465,-0.469929257774916,-0.808437349299244,0.209141397838592,0.340277404766254,0.142740172116082,0.140124223909071,-0.182786075741673,-0.0101343771337132,-0.118726938570751,0.183962834842595,-0.298672742587059,-0.139235797371172,-0.325539348439741,-0.467932447710969,-0.790858602161408,0.284514133244245,0.0398402645317911,0.104336659814736,-0.134477040860036,0.417920007811965,0.070389327891398,0.431890348286181,0.181420640280142,0.150559676575381,-0.373327247394007,-0.465938397578882,-0.38458370273713,-0.204233052217608,-0.0634091701760615,-0.0424567992428948,0.183962834842595,-0.0144995696951151,0.00719550140420377,0.0412429822318813,-0.0558912008920452,0.0271540515037266,-0.358453970912476,-0.0218043703183484,-0.101598140007807,-0.610433188237274,-0.650634722405787,0.18269229751619,-0.0115879742752118,0.0426443374084937,-1.03209362970985,0.168642035558839,0.168642035558839,0.0285691521967709,0.485426827170242,0.0565835283663675,-0.115597447016313,-0.0276749584428483,-0.101598140007807,-0.365871442474959,-0.215914857265243,-0.424687669312563,0.296310560708092,-0.377069649079823,0.155749232677945,0.469885976274464,0.231432408447965,0.252173413202027,0.457331625485014,0.263034405833794,0.113700499164728,-0.0291463456595165,-0.0649174766813385,-0.0694518807521452,0.0114956388378294,0.0551956542421246,0.293958979028694,-0.0679388286565756,-0.502259911390907,0.319617934200161,0.298658315564515,-0.0846703239869906,0.205392512989685,-0.554273296650016,0.104336659814736
"P03951",-0.220950447162541,0.0412429822318813,0.0935601761623378,0.0690146779151805,0.0662614422687213,0.0200576523412535,0.622930350920177,-0.943416471633633,-0.194294815161489,-0.251538766995964,-0.915935735211525,-0.312939311660108,-0.231074664436249,-0.144010302691519,0.306845500314283,0.181420640280142,-0.0543922968186278,0.407080775450501,-0.0543922968186278,0.27500704749987,-0.364013496254377,0.153156788061421,-0.00723156923107586,-0.189351252217354,-0.045431429247006,-0.256700472111743,-0.187707155126729,0.31034012061215,-0.0664273617389761,-0.236163541109049,0.263034405833794,0.151858816727005,-0.763660460831626,0.0717626693000913,-0.106249498279434,-0.136061549576028,-1.37706964907982,0.0621217119077975,-0.147202107181229,-0.212567535483132,-0.0785636691937021,-0.197599959885161,0.0840642647884745,-0.0484122051852459,0.063502942306158,0.248534836138679,0.63876894441695,-0.0755200076409777,0.141432790929296,-0.364013496254377,0.400537929583729,-0.680382065799839,0.0551956542421246,-0.0424567992428948,-0.2688167584278,-0.275786313242642,0.209141397838592,0.13224779829844,-0.426625473554056,0.276198865032242,0.192825403552391,0.206643223983395,0.037030730944967,0.269033146455237,0.149259365499623,-0.698997743967186,-0.136061549576028,-0.291592016516404,-0.0115879742752118,-0.0619024389259069,0.10701824988212,-0.0619024389259069,0.312665173558394,0.285698125958125,0.0565835283663675,-0.026205070347394,0.0257375614136083,0.0172092900322231,-0.205896101440252,-0.409278229990159,-0.195946441032647,-0.169744675832317,0.0440443327060212,0.16478627814334,-0.150400988848548
"P08185",0.0881415968690176,0.130930869826449,0.210388864445403,0.215367972203479,0.169925001442312,0.0745054363636298,-0.438307278601691,-0.282789700980404,-0.251538766995964,-0.0694518807521452,0.0593552776164212,-0.195946441032647,0.0482361856528476,-0.15521264992094,0.227741075839128,0.12300395405482,-0.662003536484984,-0.0439433475875971,0.205392512989685,0.361768359419153,0.0100636833446975,0.361768359419153,-0.432454552356253,-0.520769438793664,-0.0985055449524251,0.15704371014558,-0.0816137655536521,0.238786859587116,0.172487515510134,-0.0320936297098533,0.0412429822318813,0.00575926928868495,-0.0232697793228472,0.0157829972409275,0.0398402645317911,0.0881415968690176,-0.321928094887362,0.00144197417390632,-0.187707155126729,-0.289827251720338,0.00288250853312136,0.212880566344385,0.119024103142275,-0.036525876025114,0.0607391578576785,0.324234562270531,0.337996463515016,0.0157829972409275,-0.0649174766813385,-0.826232932263294,0.10701824988212,-0.272297327162762,-0.107803289534515,-0.172993990361023,-0.115597447016313,-0.148800661406706,0.0454429707611671,0.22404027421793,-0.0247366783215064,0.236339539168374,-0.0499049058263139,0.768078435016455,0.186500557644495,-0.0938790470029001,0.0328061450832415,-0.37145968073724,-0.126580496565143,-0.282789700980404,0.0881415968690176,0.16349873228288,-0.0130430374755989,-0.026205070347394,0.0143552929770701,0.094911647025467,-0.00433459026389113,-0.139235797371172,-0.0409717810563062,-0.0892673380970874,0.396159489073155,-0.41888982477445,-0.63710935733414,0.037030730944967,-0.226003674888827,-0.0469210473874926,0.0538064436957938
"P07360",0.121678556588252,0.00863030514344006,0.134878054343112,0.399444564589458,0.399444564589458,-0.104697378666693,-0.0634091701760615,-0.689659879387849,0.219091058246197,0.063502942306158,-0.256700472111743,0.0607391578576785,0.0482361856528476,0.0799753767205959,-0.524915117051217,-0.220950447162541,0.0157829972409275,0.415758666522498,-0.577766999316952,0.359521170427595,-0.302226180444814,-0.0892673380970874,0.105678077894537,0.242450073677701,0.0243196791954129,0.0758748669751276,0.0607391578576785,-0.0664273617389761,-0.125006361067033,-0.0558912008920452,-0.0619024389259069,0.0114956388378294,-0.123433941248279,0.128293401009818,-0.186064929518683,-0.461958546666336,-0.579921884020626,0.438292851579147,0.231432408447965,0.177598929327733,-0.123433941248279,-0.0800879113226919,0.249748715083569,0.0731347046302154,-0.510457064357526,0.158337027167101,0.175045486110914,-0.0188780102056894,0.0214797274104514,0.313826296390398,-0.0588936890535686,0.0496307677246004,0.190298791626595,0.0328061450832415,-0.0320936297098533,-0.0846703239869906,-0.129733929604017,0.272620454662992,-0.00288827932482651,0.0676387168753633,0.368489000645104,-0.215914857265243,-0.340075441597622,0.248534836138679,-0.182786075741673,0.0299828662157143,-0.282789700980404,0.168642035558839,0.034215715337913,-0.229382353343797,-0.0320936297098533,-0.0394882898809755,0.13224779829844,0.285698125958125,-0.0144995696951151,-0.0144995696951151,-0.0528949484321255,-0.309359421384307,-0.0755200076409777,-0.24297675349254,-0.103146927103293,0.0962618530584035,0.150559676575381,-0.115597447016313,-0.0499049058263139
"P0DOX3",-0.0985055449524251,-0.646112163715093,-0.392137097168765,-0.652901329377732,0.258217389536018,-0.258425152581204,-0.518701058452435,1.09085343045111,0.233888060174277,0.0690146779151805,-0.577766999316952,0.192825403552391,-0.0694518807521452,-0.341902794648628,-0.179514657013621,0.0935601761623378,0.585923976958601,-1.20756106993536,2.12300395405482,0.187767747046025,1.41034110461409,0.602171790753379,0.768925335563751,-0.424687669312563,-0.878321443411748,-0.0664273617389761,-1.01449956969512,-0.395928676331139,-1.3040061868901,0.422233000683048,-0.256700472111743,0.435095151620097,-0.533242384273829,-0.875671864997798,-0.41119543298445,-1.0439433475876,0.258217389536018,-0.524915117051217,-0.756330919033137,-0.263611599296539,-0.432454552356253,-0.862496476250065,0.27500704749987,0.606915941825205,0.242450073677701,-0.327348370671615,-0.128156351490682,0.037030730944967,1.61823865559545,-0.275786313242642,0.178873958169795,0.185232254230161,-0.150400988848548,-0.529072742524873,1.96310415473555,0.111031312388744,-0.965784284662087,-0.715485866755755,0.929790997718597,-0.305788392232109,-0.857259827883918,-0.729770092762002,-1.26188071121742,-0.556393348524385,-0.360304766600418,-0.0938790470029001,0.931304843650669,-0.584241333477502,-0.139235797371172,-0.405451450449646,-0.430508908041284,1.85598969730848,-0.483984852996335,-0.535331732996556,-0.575615328461903,-0.768567591552035,0.0510240030244669,-0.202571917847687,0.12565110166152,-0.274040765490812,-0.354759487354735,-0.682695931638085,-0.763660460831626,0.393965275660243,-0.756330919033137
"Q04756",-0.131313234677865,-0.109358756036556,-0.0908029370083126,-0.270555993166337,0.0398402645317911,-0.422752464406849,-0.617056130431009,-0.512513650651464,0.298658315564515,0.162210036314307,0.222804561045261,-0.37894449670026,-0.0740005814437769,0.108357178090419,0.0356239097307212,-0.187707155126729,-0.204233052217608,0.147957881387101,0.0229004021100788,-0.0513991525066443,-0.415037499278844,0.284514133244245,0.32077347694587,0.228972569760161,0.248534836138679,0.258217389536018,0.257010618206024,0.158337027167101,0.282143228781498,0.169925001442312,-0.0513991525066443,-0.0846703239869906,-0.209227962138,0.119024103142275,0.153156788061421,0.277389698810864,0.396159489073155,0.207892851641333,0.10969486482593,0.140124223909071,-0.0543922968186278,-0.413115187147815,-0.123433941248279,-0.115597447016313,0.0285691521967709,-0.258425152581204,-0.329159664118438,0.167357927738514,0.0551956542421246,0.180147861158429,-0.913216233857933,-0.0543922968186278,0.200378797984026,0.0881415968690176,0.196607044094818,-0.45600928033515,-0.107803289534515,-0.0755200076409777,-0.253257284222264,-0.142417044615852,-0.249822294406943,-0.195946441032647,-0.67116353577046,0.0114956388378294,0.574343753920013,-0.0528949484321255,0.38404980679516,-0.00144341686966872,0.225274929869569,0.353887836284907,-0.334607228958109,-0.373327247394007,0.228972569760161,-0.15521264992094,-0.197599959885161,-0.244685095954902,0.15704371014558,-0.334607228958109,0.272620454662992,0.544979883255804,0.481298941547565,-0.077041035763828,-0.0188780102056894,-0.558516520417355,-0.533242384273829
"P05090",-0.00868224309980088,0.034215715337913,0.468843942974637,0.0214797274104514,0.788268082866837,-0.0603972796439563,0.171206827418142,-0.436353730515936,-0.125006361067033,-0.158429362604483,-0.117161344232749,-0.187707155126729,-0.0203404482841755,-0.282789700980404,0.295135249000818,-0.144010302691519,0.037030730944967,0.0867837661420666,0.485426827170242,-0.217591435072627,0.522055749160964,-0.450084446378045,-0.118726938570751,0.14535138557262,-0.192645077942396,-0.289827251720338,-0.0908029370083126,-0.338250400189295,-0.0101343771337132,0.250961573533219,-0.0649174766813385,0.0962618530584035,-0.41888982477445,-0.096961729887088,-0.0558912008920452,-0.459972730742493,-0.0232697793228472,-0.182786075741673,0.430820496519772,-0.343732465205711,-0.112474729258412,-0.0558912008920452,-0.104697378666693,0.0157829972409275,0.225274929869569,0.319617934200161,0.12300395405482,-0.121863233373052,0.0143552929770701,-0.345564459154601,-0.0892673380970874,-0.131313234677865,0.094911647025467,-0.136061549576028,-0.434402824145775,0.101650076094435,0.57918014812715,0.0621217119077975,0.567545447643747,0.446785562143122,0.210388864445403,0.146655222119465,0.651683180632109,-0.220950447162541,-0.41119543298445,-0.377069649079823,0.0510240030244669,-0.0588936890535686,-0.150400988848548,-0.367731784500487,0.183962834842595,0.124328135002202,0.745882688902259,-0.41888982477445,0.318461465167583,-0.365871442474959,0.0758748669751276,-0.0724827538015237,-0.954557029238833,-0.0528949484321255,-0.118726938570751,0.463622456851893,-0.0785636691937021,0.0299828662157143,0.0229004021100788
"P35527",0.978195629681652,0.91456452349394,-1.81603716515741,-0.0232697793228472,0.273814244587037,1.29454723389551,-1.32192809488736,1.35275852504064,1.1609201881811,0.22404027421793,1.50131174924366,-0.107803289534515,0.714575238851626,0.541019153133559,1.29160355803056,1.00072116724365,-0.0409717810563062,0.284514133244245,0.756169328139299,-0.187707155126729,1.13619138628714,1.6073895000244,1.03913839390696,-0.332789087519129,-0.358453970912476,0.990591872587583,-0.929610672108602,-0.246395463720005,-0.77349147019132,-0.29689930039584,3.62011716502868,0.455228571117139,-0.539519529959989,0.0717626693000913,3.11002909279937,-0.63710935733414,-0.539519529959989,-0.628162382669579,0.177598929327733,-1.0086822430998,0.935082523318661,-1.12658049656514,-0.0188780102056894,0.155749232677945,0.614474282837701,-0.320125852253377,2.72224741775185,0.587845009254277,0.0758748669751276,0.679874147746623,0.485426827170242,-0.267079617891743,-0.307572801910292,0.766383141001298,-0.386468347082073,1.11303366529989,0.939602720356044,0.747602230274943,1.46727948045998,-1.36959452851768,1.53953107147415,3.44784364436209,-1.27229732716276,-2.41119543298445,-0.0335695326937018,-0.816037165157405,-0.646112163715093,-1.50635266602479,-0.965784284662087,0.0731347046302154,0.475084882948783,0.883620816285671,0.361768359419153,1.37350901551801,1.78492270156286,1.28865386360517,2.60596835884146,-1.12973392960402,2.70730390824728,0.773152397014052,2.17600355700892,0.905350899580958,-2.05289494843213,-0.783389931257558,0.884402552983687
"P02750",-0.62148837674627,-0.643856189774725,0.540027269257507,0.663572335417523,0.790772037862,-0.432454552356253,0.685267406516842,-0.617056130431009,-0.713118852211838,-0.844250767322055,0.221567788538409,-0.15360697914764,-0.625934281777462,-0.0424567992428948,-0.862496476250065,-1.01158797427521,0.149259365499623,0.631337144127481,-0.849440323424619,-0.0291463456595165,-0.0130430374755989,1.05519565424212,-0.746615764199925,-0.982790709967777,-1.01158797427521,-0.639354797539784,-0.902389203373578,-0.741782610463982,-0.905088352974533,-0.275786313242642,0.0157829972409275,0.22404027421793,1.0100636833447,0.212880566344385,0.464668267003444,0.985500430304885,-0.910501849160897,-0.698997743967186,-0.395928676331139,-0.833927324053294,0.431890348286181,-0.486004020632987,-0.0335695326937018,-0.567040592723894,-0.891642821909581,0.7311832415722,-0.00868224309980088,1.15639661659767,-0.432454552356253,-0.687334826441606,1.22774107583913,-1.01158797427521,-0.873027143742234,-1.05889368905357,1.22835695420105,0.204140716780225,-0.392137097168765,0.0758748669751276,-0.0484122051852459,0.801572569463598,0.874206785877799,0.376290383337052,-0.428565884123491,1.10097764772482,-0.518701058452435,-1.10469737866669,-0.623709616662948,-0.56277226108709,-0.619270551496451,-0.623709616662948,-0.63710935733414,-0.202571917847687,0.255802836602718,0.252173413202027,-0.0276749584428483,0.0143552929770701,-0.805912947883698,0.576280257621355,1.26303440583379,-0.569179503480228,-0.708396441969435,-0.72499295250013,-0.780908941753803,0.12300395405482,-0.440263475567017
"P20851",0.386259141133346,0.219091058246197,0.190298791626595,-0.00288827932482651,0.0962618530584035,-0.0938790470029001,0.126972856257766,-0.783389931257558,-0.234465253637023,-0.166502663140165,-0.0144995696951151,-0.189351252217354,0.388465097283154,0.18269229751619,-0.717856771218502,-0.875671864997798,-0.910501849160897,-0.457989644463391,-1.05289494843213,-0.732164607902385,-1.47393118833241,-1.06190243892591,-0.951763814347152,-0.761213140412883,-0.865121945656888,-0.979942347658747,-0.732164607902385,0.289244285156642,0.178873958169795,-0.184424571137427,0.13224779829844,0.0976107966264223,-0.00433459026389113,-0.390245037827557,-0.0174170530774094,-0.0588936890535686,-0.286304185156641,0.249748715083569,-0.0755200076409777,0.0510240030244669,-0.0785636691937021,0.254594043033141,0.12300395405482,-0.0409717810563062,0.134878054343112,0.144046369616707,0.558757430373762,-0.327348370671615,0.253384235800074,-0.077041035763828,0.202887833470143,-0.115597447016313,-0.0877333719335504,0.0676387168753633,-0.0144995696951151,0.0157829972409275,0.070389327891398,0.160920188181103,0.0243196791954129,0.445726703349984,0.286881147788162,-0.380821783940931,0.130930869826449,-0.142417044615852,-0.0831412353002459,-0.46394709975979,-0.0709665213541436,-0.232768962976124,0.0867837661420666,-0.0380063225797449,0.0271540515037266,-0.0619024389259069,0.0454429707611671,0.15704371014558,-0.0846703239869906,-0.367731784500487,0.0854246562526777,-0.3040061868901,-0.246395463720005,-0.249822294406943,-0.343732465205711,0.0745054363636298,-0.0634091701760615,0.0565835283663675,0.0976107966264223
"P01591",-0.360304766600418,-0.592919224549499,0.116364756691785,-0.200912693925996,0.0731347046302154,-0.288064643021078,-0.0291463456595165,1.10701824988212,-0.543719518489275,-0.545824106814198,0.11503324294624,-0.0908029370083126,-0.373327247394007,-0.522840788813359,-0.169744675832317,0.186500557644495,-0.717856771218502,-0.535331732996556,0.308011314552178,-0.727379545337008,1.58207422139633,0.189033824390017,-0.403541860441014,-0.147202107181229,-0.226003674888827,-0.541617995843987,0.191562650700756,-0.2688167584278,-0.446148031818874,-0.134477040860036,-0.13764780046798,-0.134477040860036,0.923719678749389,-0.416962376203336,-0.166502663140165,-0.535331732996556,-0.00868224309980088,-0.227692025041597,-0.0320936297098533,0.787432464516868,-0.232768962976124,0.0551956542421246,-0.204233052217608,0.298658315564515,-0.309359421384307,-0.254977850962736,0.204140716780225,-0.036525876025114,0.153156788061421,0.271425676092934,-0.0484122051852459,0.584000383285773,0.0496307677246004,-0.109358756036556,-0.0484122051852459,-0.2688167584278,-0.0985055449524251,-0.192645077942396,-0.810966175609983,-0.0232697793228472,0.0440443327060212,-0.573466861883327,0.141432790929296,0.398350370345965,0.389566811762726,-0.22431729826094,-0.508403405589552,-0.199255376063222,-0.144010302691519,0.158337027167101,-0.358453970912476,-0.401634794676355,0.568518597792544,-0.394031641158542,-0.373327247394007,-0.182786075741673,0.431890348286181,-0.38458370273713,0.366252263699564,0.498761465671852,0.0962618530584035,-0.518701058452435,-0.0188780102056894,-0.284545872884282,0.0894981508391026
"P15169",-0.132894270497345,-0.104697378666693,0.11503324294624,0.308011314552178,0.278579550458423,0.0157829972409275,0.263034405833794,-0.541617995843987,0.0398402645317911,0.0257375614136083,-0.24297675349254,-0.134477040860036,-0.128156351490682,-0.392137097168765,-0.0484122051852459,-0.260151897300673,-0.176250639691727,0.596458139558986,-0.281035664240461,0.0976107966264223,-0.592919224549499,-0.3040061868901,-0.0724827538015237,-0.00144341686966872,-0.0603972796439563,-0.569179503480228,0.12300395405482,0.0840642647884745,-0.0335695326937018,-0.0740005814437769,0.155749232677945,-0.0573916638883367,0.430820496519772,0.0510240030244669,0.314986485468515,0.504874589398464,-0.496142467422571,0.138814468902282,-0.0276749584428483,-0.541617995843987,0.207892851641333,0.24731993497982,-0.026205070347394,-0.204233052217608,-0.107803289534515,0.532067552289031,0.231432408447965,0.134878054343112,0.121678556588252,0.0114956388378294,0.451013242943973,-0.0291463456595165,0.0482361856528476,-0.354759487354735,0.0496307677246004,0.0731347046302154,0.0922074380970889,0.12565110166152,-0.13764780046798,0.563646269484064,0.432959407276106,0.298658315564515,-0.0755200076409777,0.137503523749935,0.172487515510134,-0.096961729887088,0,0.0214797274104514,0.0565835283663675,-0.364013496254377,-0.150400988848548,0.0621217119077975,0.00863030514344006,0.316145742293356,-0.0174170530774094,-0.550042516371997,-0.288064643021078,0.0717626693000913,0.396159489073155,-0.270555993166337,0.166072675946706,0.01292617444427,-0.539519529959989,-0.126580496565143,0.278579550458423
"P22792",0.564622052436981,-0.0634091701760615,0.336854639125465,0.324234562270531,0.253384235800074,0.761285273361619,0.413594082409175,-0.0203404482841755,-0.251538766995964,-0.0862010350493039,-0.508403405589552,-0.428565884123491,0.455228571117139,-0.45600928033515,-0.026205070347394,0.0356239097307212,-0.552156355637914,0.438292851579147,0.00863030514344006,0.458382004156013,-0.184424571137427,-0.107803289534515,-0.416962376203336,-0.241270431542137,-0.00288827932482651,-0.494109070270043,-0.341902794648628,0.200378797984026,0.24000896473507,0.14535138557262,0.243669080966863,0.329984649758421,0.0976107966264223,-0.0115879742752118,0.100304905795685,0.327687364176047,-0.533242384273829,0.16349873228288,-0.142417044615852,-0.186064929518683,-0.0159575739029762,0.202887833470143,-0.168122758808327,-0.0938790470029001,-0.190997225060914,0.347098670622268,0.360645202460216,-0.0892673380970874,-0.110915901401851,-0.360304766600418,0.360645202460216,-0.251538766995964,-0.212567535483132,-0.220950447162541,-0.13764780046798,-0.169744675832317,-0.134477040860036,0.314986485468515,-0.126580496565143,0.306845500314283,0.0935601761623378,0.16478627814334,-0.403541860441014,-0.168122758808327,0.214124805352847,-0.479954975960182,-0.409278229990159,-0.56277226108709,-0.0877333719335504,-0.45600928033515,-0.394031641158542,0.10701824988212,0.146655222119465,0.0799753767205959,0.0482361856528476,-0.120294233717712,-0.340075441597622,-0.045431429247006,0.484395962502666,-0.907792561902911,-0.187707155126729,0.22404027421793,-0.729770092762002,0.38404980679516,-0.00723156923107586
"P69905",-0.217591435072627,-0.128156351490682,-1.16812275880833,-0.121863233373052,2.26092893995688,-0.926865295369785,0.398350370345965,-0.0528949484321255,0.360645202460216,-0.134477040860036,-0.392137097168765,0.599317793698226,-0.106249498279434,-0.833927324053294,0.216610068742442,0.283329168051641,1.40653667020517,-0.63486740654747,-0.265344566520995,1.7561693281393,-0.442222328605074,-0.166502663140165,0.933572638261024,0.168642035558839,-0.831357964441161,0.886745224742109,-0.612637459164004,-1.12973392960402,-0.924125133024872,-0.483984852996335,-0.646112163715093,-0.365871442474959,-1.16165326347877,0.843179890257174,-0.628162382669579,-0.818579359719858,-0.643856189774725,0.312665173558394,-0.810966175609983,0.280956313831056,-0.45600928033515,-1.39592867633114,0.0243196791954129,-0.0380063225797449,0.257010618206024,0.0412429822318813,-0.45205668870965,1.48491148691083,0.633198686374004,-0.177881725270655,-0.100051013810328,0.495695162624069,0.410341104614087,-0.99136969485656,-0.749038426466781,-0.921390165303633,-1.32192809488736,1.21785109681113,-0.386468347082073,-0.957355662591506,-1.52699243208383,-1.21089678249862,-1.03800632257974,-1.08008791132269,0.353887836284907,-0.0232697793228472,-0.41119543298445,-0.375197234747053,-0.0679388286565756,-0.98564470702293,-0.610433188237274,-0.377069649079823,-0.696657605512669,1.39231742277876,0.491596594410448,-0.736965594166206,-1.25153876699596,-0.935117148415146,-1.12658049656514,-0.15521264992094,-0.785875194647153,1.53206755228903,-0.550042516371997,-0.471928835421265,-1.27928375747887
"P51884",-0.118726938570751,-0.136061549576028,-0.0543922968186278,-0.160040412510468,-0.62148837674627,0.133563525741106,0.22650852980868,0.560714954474479,0.297484915710575,0.334568275666133,0.50182126542091,0.0313951962755343,-0.181149439104566,-0.026205070347394,-0.258425152581204,-0.103146927103293,-0.413115187147815,-0.469929257774916,0.759581973233555,-0.249822294406943,1.01364091066939,0.222804561045261,0.284514133244245,0.0285691521967709,0.205392512989685,0.516015147003665,-0.110915901401851,0.094911647025467,-0.00578235259400611,0.242450073677701,-0.426625473554056,-0.698997743967186,-0.623709616662948,-0.392137097168765,0.271425676092934,0.258217389536018,0.171206827418142,0.0867837661420666,-0.0380063225797449,0.389566811762726,0.175045486110914,0.16349873228288,-0.115597447016313,-0.214240225572989,0.0328061450832415,-0.479954975960182,-0.274040765490812,0.65901117119815,0.112366523072563,0.0285691521967709,-0.623709616662948,0.831877241191673,0.248534836138679,-0.13764780046798,0.685267406516842,0.176322772640463,0.037030730944967,0.141432790929296,-0.232768962976124,-0.305788392232109,-0.543719518489275,-0.186064929518683,0,-0.753895990116083,0.150559676575381,0.466757615726171,0.0440443327060212,0.306845500314283,0.0426443374084937,-0.0892673380970874,-0.214240225572989,0.0621217119077975,0.037030730944967,-0.00144341686966872,-0.279283757478869,-0.0350469470992008,0.0840642647884745,0.254594043033141,0.0717626693000913,0.102993993323326,0.466757615726171,0.141432790929296,0.24731993497982,-0.490050853695689,0.0468402542029724
"Q02985",-0.448114896528275,0.140124223909071,0.601221085584946,0.235114320376357,-0.343732465205711,0.0229004021100788,0.562669826102702,-1.57346686188333,-0.457989644463391,-1.24127043154214,-0.582079992188035,0.172487515510134,-0.494109070270043,-0.139235797371172,-0.195946441032647,-0.614845103115656,-0.599462070416271,-0.045431429247006,-0.63262893435147,0.500802053057158,-0.67116353577046,0.350497247084133,-0.0409717810563062,-0.520769438793664,0.168642035558839,-0.698997743967186,-0.691988685447822,-0.340075441597622,0.357270475679559,0.388465097283154,0.0412429822318813,0.790772037862,0.314986485468515,-0.558516520417355,-0.129733929604017,-0.552156355637914,-0.107803289534515,-0.821126041830205,-0.316528107144772,0,-0.163267919540864,-0.617056130431009,0.960511710119024,-0.347398782403481,0.335711910320462,-0.666576266274808,0.01292617444427,-0.13764780046798,0.0867837661420666,0.420078115979374,0.246104009883917,-0.696657605512669,-0.41888982477445,-0.675765437729469,-0.42081985187285,0.321928094887362,-0.831357964441161,0.181420640280142,0.210388864445403,1.89801481906676,0.293958979028694,0.0881415968690176,-0.227692025041597,0.70310069960416,-0.0159575739029762,-1.38835545662634,0.323081789503733,-0.142417044615852,-0.746615764199925,-0.15200309344505,0.50182126542091,0.550900664647523,-0.706041020971306,0.12300395405482,0.238786859587116,0.271425676092934,-0.121863233373052,-0.186064929518683,0.864730922314751,-0.199255376063222,-0.220950447162541,-0.077041035763828,0.124328135002202,0.710172748279662,-0.687334826441606
