"","10","101","102","103","104","105","106","11","112","113","114","115","116","118","119","12","120","121","122","124","125","129","13","132","135","136","14","145","146","148","16","17","2","22","25","26","27","28","3","30","31","4","43","45","46","48","49","5","50","51","54","6","62","65","66","68","73","77","78","79","81","85","86","87","88","9","93","94","96","98","99"
"CON__A2I7N1;CON__A2I7N0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4846341133698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.46710399648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6894452290721,20.566997940396,NA,NA,NA,NA,NA,NA,NA,24.3459747514119,NA,NA,NA,NA,20.0865405576406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__ENSEMBL:ENSBTAP00000014147",18.6398705982409,20.038318884385,NA,19.4116682114896,NA,NA,NA,NA,NA,20.0838169000816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6148428191842,NA,NA,NA,19.5467023268386,NA,NA,NA,NA,19.9274799542355,NA,NA,20.865745351246,NA,NA,NA,NA,NA,NA,NA,20.8256296285835,NA,20.2163195788584,NA,19.4958199019807,19.8447547948132,NA,NA,22.6059614234718,NA,20.1380867709893,NA,NA,21.4359855718792,19.3540384109454,20.5320286394407,19.893710359782,NA,19.0273444937701,NA,NA,NA,NA,NA,NA,20.7996231282204,NA,NA,NA
"CON__ENSEMBL:ENSBTAP00000024146",18.6159025876217,20.2843270943648,NA,23.6387620235622,NA,NA,18.2227005813329,21.0834273860512,NA,NA,19.3381270076796,NA,NA,19.9247284320731,20.6220303642429,20.0924887575053,NA,19.0114893491729,17.2750332454787,20.3879541997028,21.9971064157416,22.2624711100255,18.1394614209655,NA,20.9089584082591,20.906391530301,19.3796871880009,22.0238436744573,17.7957606581175,22.0750272964097,22.3719892900809,24.0025588949501,NA,21.2426647432272,NA,NA,NA,NA,20.073785931128,NA,20.2387639128381,NA,22.9330826043877,22.4247034916297,23.3252593335116,NA,NA,NA,19.1039024622767,23.0102296351791,25.2383047262386,22.9636694124912,23.8469938608749,NA,NA,NA,22.3744324660093,19.6392523747959,25.9136723027492,20.0249935287433,20.1236364538038,NA,NA,19.9158589601134,NA,NA,20.9413456909357,22.7842066864032,NA,23.022337332089,NA
"CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462",24.0050460790031,25.6110205184078,24.7691082037036,26.711616145386,25.52659475339,25.4102168638634,24.8033629446205,25.9017319939852,25.7553943415411,25.0164407212461,25.3216859229905,23.1241415107111,26.0630140074198,26.7769331630711,24.0107759877023,23.8437393722741,25.0486817628064,25.9946831742211,25.4278071981832,25.9187984680072,26.0513189848662,24.0060740056878,25.2889798163402,21.6275623824341,23.0854387441727,25.2166748203854,26.3616865442162,27.3891956911147,25.7268679782454,26.3780233215691,25.8524811235203,27.1714057380645,26.0374142368153,25.8382667927688,25.914630570619,24.0891782483332,25.471285734967,24.27944678782,24.9655200951223,23.9115024411247,25.9162946183625,25.2523059495654,26.706882544578,26.3849050595226,26.6941831480787,25.4882738669229,26.1829468275684,25.428733815408,24.2155644000513,25.0398002756691,27.5809684701969,26.7663556186615,27.3976246319189,25.3949294551408,26.1882773369086,26.2297136398811,26.6010205949816,24.9516262216654,26.7820679830823,26.9792378207155,24.5637786104637,24.7020805046749,25.6715516484039,26.0734917670479,24.4576373809918,25.4609210323154,25.1108407430257,26.597757059197,26.2070599114468,27.3104269525942,23.5982115587017
"CON__ENSEMBL:ENSBTAP00000031360",NA,NA,NA,NA,17.1933520973305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8065622082571,NA,NA,19.270751572338,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7160558009804,16.4301584941775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9030661402301,24.2869372863442,NA,NA,NA,NA,NA,18.3429948150506,NA,22.3736362327307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5592501081757,NA,NA,NA,21.2521687738506,NA,NA,NA
"CON__P00761",20.9349549252586,27.0217868709775,22.2911178512285,26.6208677298601,21.264247863573,23.6545809657165,26.1899178882543,28.8112437074145,21.9436365926333,25.4557576477735,26.3115013792878,29.2193501965737,NA,28.4827769432703,23.6336719759536,27.2649923030494,27.3641939807565,20.3294810295011,26.5387065109099,24.3735167598275,23.6095277594838,26.4548168619294,24.0160580942604,26.4085010460712,31.2203769806654,28.7152871271145,26.6851196239248,29.4915000683038,26.0900671796287,29.5822074901918,27.161829233994,26.2820304558024,23.456509834986,28.0291266965078,23.2992191999461,22.2285838577386,22.0394907320326,23.6740060147004,26.5936316157522,31.0636183907101,22.2635603475562,22.2857668112875,29.2649252118762,28.8770124057021,16.6178404882689,26.1652265896286,20.1123529604029,26.3087096751231,29.2562891814749,28.6085834258799,27.4799281249189,29.5795485742548,28.128932719468,25.1665679720736,21.8698543612082,24.1151344814359,25.0119277719739,26.6674968536018,28.0608000605261,26.9794558987207,20.1393365068963,24.8979528903244,23.4950928195211,24.7758035570829,23.6667657787083,29.6827276352165,30.6314012568137,24.8125968530944,21.9455309958083,28.5470878621077,NA
"CON__P01030",NA,23.4770427801644,NA,NA,22.8116271254945,24.4464482822814,NA,NA,NA,NA,NA,NA,NA,NA,22.3343453100033,23.2154755294917,NA,24.0448523334443,NA,NA,NA,NA,22.2032631568774,NA,NA,NA,NA,NA,NA,NA,NA,24.619636999982,NA,NA,24.1138635943497,NA,22.4929680302192,NA,23.7480658808102,22.8709080001383,NA,25.4361571839539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.869628481289,NA,NA,NA,NA,NA,NA,21.355146740306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__P01966",NA,NA,NA,21.0243172548637,NA,NA,20.4513117427423,19.2038068024878,NA,20.5598289076615,NA,NA,20.2808206011048,NA,NA,20.1165470290175,19.241862150636,18.9938008283406,NA,19.8081974892354,NA,NA,NA,NA,NA,19.9771513293438,21.9754379768962,16.6568996499148,NA,NA,18.6170154043645,18.6875328818257,NA,21.0888710356431,NA,NA,NA,NA,NA,NA,NA,18.3847331685559,NA,22.1369923633069,NA,NA,NA,18.1630992841359,NA,19.9932756541158,20.4751634335768,20.1062306488578,NA,NA,NA,NA,18.535639892993,21.024249610037,21.4046800740612,18.9816731880281,NA,NA,29.018553969252,18.8840214233753,NA,17.9661787176634,NA,NA,18.1941701017114,17.8508705099523,15.9404512523191
"CON__P02070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
