"","set1_126","set1_127N","set1_127C","set1_128N","set1_128C","set1_129N","set1_129C","set1_130N","set1_130C","set1_131N","set1_131C","set1_132N","set1_132C","set1_133N","set1_133C","set1_134N","set2_126","set2_127N","set2_127C","set2_128N","set2_128C","set2_129N","set2_129C","set2_130N","set2_130C","set2_131N","set2_131C","set2_132N","set2_132C","set2_133N","set2_133C","set2_134N","set3_126","set3_127N","set3_128N","set3_129N","set3_129C","set3_130N","set3_131N","set3_132N","set3_133N","set3_134N"
"Q15404",6.19179950106508,6.64241277290506,6.00450139223494,6.07253459972295,6.24412594328373,6.03342300153745,5.64673869830785,6.65821148275179,6.23074100262691,6.16791986555194,7.20261362014849,7.10328780841202,6.62643913669732,6.6667565918848,7.98754825895374,6.8703647195834,6.32012359804061,6.456149034648,6.63952159951083,6.50462039240355,6.8073549220576,6.50303064564116,6.32373033752135,6.69209237542757,6.3019533951261,6.04439411935845,6.5713734359732,6.69905184401685,7.15076274435542,6.94602898951548,6.61470984411521,7.21237478756727,7.4262647547021,6.71149490665009,6.68229237143083,6.34872815423108,6.93663793900257,7.82081718186417,6.99322146736894,6.8814199080924,6.46597446450407,6.57742882803575
"Q13418",5.99548451887751,6.50462039240355,5.76022094646651,5.99548451887751,6.39059890555246,5.99774402605963,6.14363830992204,6.73199778664374,5.84046323386954,5.77346892790519,7.32553033156756,7.25644459647344,6.34163000932991,6.30012372456901,8.21674585819531,6.90568784852686,5.62643913669732,6.29094040240368,6.05093696522523,6.2460279805281,6.73199778664374,6.58345891013077,6.3037807481771,6.04439411935845,6.36106648879432,5.54843662469604,6.61470984411521,6.63226821549951,7.5274770060604,7.57591736111815,6.82145511910246,7.39660478118186,6.85798099512757,6.21916852046216,6.30012372456901,6.23074100262691,6.53449743373817,6.96462966672059,6.42290574261218,6.74819284958946,6.34872815423108,6.13955135239879
"O14950",5.88752527074159,6.42794133250948,5.80477637795583,6.00898878322726,6.36981542428391,5.93781516880342,6.32192809488736,6.75488750216347,5.6667565918848,5.58496250072116,7.52042224852645,7.1568415245884,6.36981542428391,6.20750245925879,8.20163386116965,6.97842446544086,6.06177619758669,6.18388345903223,6.03342300153745,6.14363830992204,6.67948009950545,6.49505552836802,6.06824086131282,5.58796498888268,6.74011804283313,5.95884267524324,6.7983097824546,7.03121873061072,7.18685706717715,7.78724960846791,6.62058641045188,7.13134253912326,7.12101540096137,5.81762325751143,6.25738784269265,6.17392693199981,6.39059890555246,7.48220292629596,6.76155123244448,6.71149490665009,6.29278174922785,6.17791779219584
"O95866",5.94719858426206,6.49185309632967,5.97269265400426,6.04875931191986,6.12722055048807,6.467605550083,5.98641093525204,6.69627208392586,6.35402893805439,5.85299758761332,7.22593041117105,6.98754825895374,6.46597446450407,6.20359271420771,8.25833047261242,6.77346892790519,5.6409679104499,6.21916852046216,6.13545278418517,6.11894107272351,6.61470984411521,6.60436789989375,6.32553033156756,5.4757334309664,6.39574832817903,5.29645740737124,6.69766263347052,6.48864353985378,7.54303182025524,7.8635668293235,6.82017896241519,7.37590826307501,7.40258575823259,6.88630626345243,6.86170728658586,6.48058827023386,6.98868468677217,7.42038134119664,6.83289001416474,6.20163386116965,6.46597446450407,6.83035674741922
"P62328",6.40599235967584,6.52669484554198,6.09169983413681,5.88264304936184,6.55918586578773,6.28169825009883,6.03562390973072,6.08321336824898,5.20945336562895,5.36806987653208,7.82336724004624,6.79441586635011,6.72655877910497,6.57591736111815,7.89421146153777,7.08001802908917,5.86789646399265,5.92124588858559,6.14159627838382,5.79181407116183,6.97727992349992,6.52512925120397,6.39917109381982,6.64529816394863,5.97498811199193,5.3327079336406,6.7279204545632,6.62351574149055,7.59320435406329,7.29462074889163,6.93781516880342,7.4254257345907,7.36894291440495,6.62205181945638,6.45121111183233,6.5668151540109,6.762880292917,7.83352263642478,6.40769264866568,6.32012359804061,6.15785216914174,5.98185265328974
"Q8WUA8",6.94602898951548,5.90689059560852,5.47897180503294,7.32373033752135,5.10433665981474,6.46270675067016,5.43962313755712,5.81762325751143,7.04548665635946,8.37330019660839,6.52669484554198,5.4093909361377,7.0746766862945,7.11894107272351,5.79960542245267,5.94485844580754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P05106",5.64961545906341,6.39403389536778,5.90448409790142,6.31288295528436,6.41616416473313,6.34695688937888,6.04001567884788,6.75888943272096,6.28909670241999,5.77082904603249,7.3264294871223,7.20652601587743,6.06824086131282,6.30742852519225,8.16239132875691,6.80219321694183,5.89965902637744,6.2460279805281,6.00898878322726,6.19574129324645,6.71287086768991,6.61323695471633,6.31831684133498,5.63517394667492,6.32373033752135,5.5077946401987,6.43962313755712,6.56224242422107,7.51175265376738,7.89178370321831,6.77214959078454,7.30651744524982,6.88996019965864,5.97956810009519,6.24031432933371,6.1168637576909,6.35402893805439,7.1168637576909,6.71287086768991,6.50143914515887,6.20554891117303,6.18784690943957
"Q86YW5",6.27798474729977,6.41953889151378,6.20359271420771,6.14567745519564,6.40599235967584,6.23266075679027,5.70321146739115,6.57893871309339,6.42961596420174,6.12928301694497,7.50064273606281,6.73335434061383,6.61176256006487,6.40429006444484,8.00674683244059,6.66249036391378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P07737",6.12722055048807,6.56376827845203,6.0746766862945,5.99774402605963,6.56376827845203,6.15380533607904,6.02458563827827,6.51254295509686,5.95884267524324,5.92837032301897,7.34695688937888,7.06931549454008,6.50620838930675,6.45285896471381,7.94192792470872,7.10118781525974,5.96347412397489,6.16390121381454,6.22689381357139,5.99774402605963,6.78528898070402,6.55918586578773,6.38543103719352,6.49024921062709,6.46923479366766,6.05528243550119,6.81634370528486,6.5668151540109,7.3019533951261,7.37503943134692,6.79181407116183,7.24887634283713,7.25833047261243,6.50620838930675,6.50937914891469,6.51254295509686,6.82017896241519,7.71699089440494,6.656782364219,6.67383905599044,6.58195375084882,6.29645740737124
"P21333",5.95419631038687,6.47897180503294,5.96578428466209,6.08321336824898,6.27798474729977,6.19179950106508,6.03562390973072,6.91528186586766,5.94953493301701,5.68369645430652,7.33091687811462,7.0389189892923,6.43128865429159,6.21334728173344,8.22737527362621,6.85299758761332,5.82527683005487,6.2667865406949,6.04439411935845,6.21140163741847,6.63372181264101,6.67101024127845,6.30924896081662,5.78920757534734,6.29278174922785,5.7279204545632,6.55612281784117,6.51884982870769,7.34163000932991,7.91767043436176,6.83035674741922,7.2807707701306,7.14974711950468,6.08958289312471,6.38715571766298,6.27984269352035,6.5438051759644,7.50620838930675,6.78135971352466,6.81762325751143,6.50143914515887,6.22496636500027
"Q14847",6.16591193893569,6.67807190511264,6.16188768237689,6.29278174922785,6.50462039240355,6.32732808262995,4.90689059560852,6.54225804976692,5.99322146736894,6.07681559705083,7.07574653806091,7.03011533090807,6.64961545906341,6.67525138605026,7.97956810009519,7.01792190799726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00491",6.43128865429159,6.2667865406949,6.47897180503294,5.92362461136832,6.27798474729977,6.29462074889163,6.36806987653208,6.0639343057541,6.61765111942733,6.4966540825935,7.4870360800319,6.70597790168252,6.36106648879432,7.09169983413681,7.48220292629596,6.80219321694183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4757334309664,6.08533966935737,6.12928301694497,6.16188768237689,6.01122725542325,6.71561885907482,6.35402893805439,6.27426166125705,6.45779126025604,6.06824086131282
"P16157",6.39231742277876,6.16791986555194,6.14974711950468,6.66533591718518,5.90448409790142,6.82273014794452,4.99548451887751,6.44956137461324,7.75888943272096,7.37851162325373,6.69905184401685,6.12928301694497,6.62935662007961,7.15380533607904,6.12722055048807,6.79311555527435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P12814",6.05093696522523,6.49345520092618,6.02014657311178,6.11894107272351,6.29094040240368,6.20554891117303,6.13545278418517,6.75221336786514,6.34518344718767,6.12928301694497,7.33539035469393,7.00450139223494,6.44790974874208,6.24982454861618,8.04111153536915,6.79441586635011,6.32012359804061,6.45779126025604,6.52356195605701,6.53449743373817,6.74011804283313,6.65105169117893,6.50462039240355,6.50620838930675,6.40258575823259,6.12722055048807,6.52825874275841,6.61323695471633,6.9898202201176,7.29278174922785,6.71287086768991,6.96578428466209,7.04439411935845,6.61618123133188,6.36806987653208,6.39059890555246,6.57742882803575,7.26584942144085,6.71149490665009,6.70043971814109,6.5453506448223,6.28725064325462
"P48059",6.20359271420771,6.5668151540109,6.14159627838382,5.90207357931074,6.27426166125705,6.09381367340273,6.33091687811462,6.59245703726808,6.30924896081662,5.61470984411521,7.27332938656167,7.28262513419167,6.28725064325462,6.23840473932508,8.10590850857116,6.78790255939143,6.29278174922785,6.46597446450407,6.95768248616512,6.15380533607904,6.68088692071969,6.50462039240355,6.46270675067016,6.31650781910311,6.27612440527424,6.12308675098106,6.8923910259134,6.39059890555246,7.15279185163912,7.17492568250068,6.67383905599044,7.10433665981474,7.69905184401685,6.63081315229913,6.84172158112846,6.61323695471633,7.09803208296053,7.99661471481536,6.86666075081999,6.82017896241519,6.39574832817903,6.39746072605472
"P04040",6.37851162325373,6.1106138055009,5.97498811199193,6.36981542428391,6.24792751344359,6.61470984411521,6.44625622988956,5.98868468677217,7.29370154208074,7.12308675098106,7.22496636500027,6.28355142317431,6.5438051759644,7.48944659862258,5.96347412397489,6.88386515450979,6.66249036391378,6.52042224852645,6.4708621994137,6.51096191927738,6.62935662007961,6.43295940727611,6.29462074889163,6.40429006444484,6.96116025813664,6.59245703726808,6.8073549220576,7.25550073314839,6.59395128394841,6.83668159332712,6.54225804976692,6.46597446450407,4.59693514238723,4.83289001416474,4.35755200461808,4.19377174339668,4.39917109381982,4.43962313755712,5.06608919045777,5.42290574261218,4.5909612413426,4.76022094646651
"P02750",6.62643913669732,5.85049941375812,6.75087443965685,6.656782364219,6,5.86046625851717,6.20554891117303,5.96347412397489,6.35579154675365,7.29829173062012,6.43629511983936,6.36457243229586,7.20750245925879,7.69209237542757,7.29001884693262,5.83289001416474,6.22881869049588,6.63807383718072,6.95070169008901,6.21334728173344,6.62058641045188,5.97956810009519,6.71561885907482,6.25171909260596,7.24412594328373,6.92837032301897,7.24412594328373,6.28169825009883,6.51412226017071,5.97039353791468,7.20652601587743,6.32373033752135,6.4966540825935,6.12101540096137,5.94016675048282,6.61176256006487,6.16390121381454,6.42961596420174,6.30012372456901,7.5461227588578,7.78135971352466,6.1333991254172
"P01764",6.07253459972295,5.90448409790142,6.64961545906341,6.52669484554198,6.05093696522523,6.31650781910311,6.35226417325832,6.26491169307446,6.76818432477693,7.08427691053149,7.66106547980695,6.82145511910246,6.26303440583379,6.73199778664374,6.63372181264101,7.05528243550119,6.84423498775875,6.4262647547021,6.53138146051631,6.5077946401987,6.4594316186373,6.57591736111815,7.13442632022093,6.51884982870769,6.60733031374961,6.59693514238723,6.45779126025604,6.48542682717024,6.52669484554198,6.62058641045188,7.17092652528738,6.54843662469604,6.57288966842058,5.77082904603249,5.70321146739115,5.52042224852645,5.97956810009519,6.86294724802092,6.47735352663456,5.47248777146274,6.34340782229781,6.18388345903223
"P48735",5.92837032301897,6.55151601762801,6.26115467261557,6.41953889151378,6.10433665981474,6.36806987653208,5.55458885167764,6.83035674741922,5.99548451887751,6.47897180503294,7.0574502721839,6.93781516880342,7.09169983413681,6.27052894238072,7.93957921431469,6.68509917200661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H299",6.27426166125705,6.41447383643093,6.14974711950468,6.18189764310839,6.39574832817903,6.55612281784117,6.00450139223494,6.34872815423108,6.92599941855622,6.68229237143083,7.28447711781042,6.97269265400426,6.47248777146274,7.06069593168755,7.07146236255662,6.74416109557041,5.79441586635011,6.37155886261196,6.04001567884788,5.4262647547021,6.99887245399427,6.50462039240355,6.4446008137115,6.02014657311178,6.4594316186373,5.64385618977472,6.89360490485829,6.24412594328373,7.60510907383293,7.55765515472542,7.06716542701711,7.04548665635946,7.72041528490633,6.45450493755737,6.58195375084882,6.59395128394841,6.94836723158468,8.1814007617393,6.57742882803575,6.83162393682075,6.14159627838382,6.08533966935737
"P63104",6.14363830992204,6.54070926267143,6.0703893278914,6.24792751344359,6.39059890555246,6.29094040240368,5.8703647195834,6.68929916053589,6.09169983413681,5.95884267524324,7.3019533951261,7.0639343057541,6.56529252058102,6.4262647547021,7.93369065495223,6.92955431573285,6.09381367340273,6.22496636500027,6.20554891117303,6.08958289312471,6.76155123244448,6.5668151540109,6.31288295528436,6.68369645430652,6.37851162325373,5.94251450533924,6.83920378809694,6.55765515472542,7.3037807481771,7.42206476617281,6.72109918870718,7.14159627838382,6.93781516880342,6.11894107272351,6.0703893278914,5.96347412397489,6.33449676839042,7.31015831794782,6.24222139509837,6.31650781910311,5.91647664443772,5.65248649491816
"P00738",6.49185309632967,6.59245703726808,6.01792190799726,5.83035674741922,6.6906964439777,6.21140163741847,6.12928301694497,6.2364926183813,6.23074100262691,5.4093909361377,6.34872815423108,6.69348695749933,7.37068740680722,7.06177619758669,7.76155123244448,7.23266075679027,6.65535182861255,6.63662462054365,6.79701297783614,5.25927248703759,6.4262647547021,6.22110372536788,7.03672310600552,6.03782146543497,7.59544398458948,7.0639343057541,7.62570884306446,5.20163386116965,6.26491169307446,6.18388345903223,6.86666075081999,6.02014657311178,6.29278174922785,5.877744249949,6.03562390973072,6.54689445988764,6.51884982870769,6.11478344724985,6.0574502721839,7.88935185259465,6.97269265400426,6.29278174922785
"P13667",6.13545278418517,6.50462039240355,6.4643415327611,6.63952159951083,6.22881869049588,6.47411151394241,4.54843662469604,6.60880924267552,6.36282052553426,6.79701297783614,6.3110671022556,6.92243574023315,6.97269265400426,6.62205181945638,7.91468410532839,6.73335434061383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0FGR8",6.30742852519225,6.42961596420174,6.14974711950468,6.52356195605701,5.94016675048282,6.61028665708102,4.51096191927738,6.96462966672059,6.77741971551583,6.9518675043269,6.35402893805439,6.73876783680019,6.97727992349992,6.65535182861255,7.82654848729092,6.4708621994137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P14770",6.13545278418517,6.4870360800319,6.15987133677839,6.25550073314839,6.23074100262691,6.29094040240368,6.15785216914174,6.73335434061383,6.13134253912326,6.63372181264101,7.3037807481771,6.76553474636298,6.5298209465287,6.42794133250948,7.90929308582382,6.72655877910497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5909612413426,5.86046625851717,5.98868468677217,5.82781902461732,6.00450139223494,6.85174904141606,6.33449676839042,6.24222139509837,6.12101540096137,6.00450139223494
"P02549",6.39231742277876,5.96347412397489,5.91886323727459,6.66533591718518,5.93545974780529,6.83415498140132,6.29462074889163,6.27426166125705,7.47816289273763,6.99095486039699,7.02901108665907,6.15987133677839,6.456149034648,7.54920708935568,5.60880924267552,7.01010845347429,6.68369645430652,6.53449743373817,6.53294028837287,6.43295940727611,6.55918586578773,6.4178525148859,5.92362461136832,5.98185265328974,6.93191939010004,6.4643415327611,6.91767043436176,7.48058827023386,6.31831684133498,6.98527271425345,6.62351574149055,6.73876783680019,6.64673869830785,6.49825086752783,6.97039353791468,6.57591736111815,6.51884982870769,6.65248649491816,7.01457846492289,6.19770815795585,6.23266075679027,6.52512925120397
"P20073",6.45779126025604,6.63662462054365,6.12722055048807,5.98413359454098,6.60436789989375,6.22110372536788,6.18586654531133,6.22303633790187,6.43629511983936,6.56376827845203,7.17292748960384,6.8008998999203,6.68369645430652,6.99322146736894,7.45203527354619,6.876516946565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P13716",7.11582397743624,6.62789861587175,5.55765515472542,5.8703647195834,6.11894107272351,6.20945336562895,6.27426166125705,6.25738784269265,7.06824086131282,6.41953889151378,6.82273014794452,6.90689059560852,6.74685018309805,7.14465824283188,6.89845023280787,7.1106138055009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q02218",6.32912359629157,6.33628338786443,6.50462039240355,6.53449743373817,6.31469652565629,6.62058641045188,4.8972404255748,6.467605550083,7.41700858678878,7.53449743373817,5.76553474636298,6.34340782229781,7.02680005934372,7.17791779219584,6.62643913669732,6.54070926267143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P18206",6.09592441999854,6.55918586578773,6.05961485629722,6.15785216914174,6.38887833881199,6.20945336562895,6.19574129324645,6.77741971551583,6.17192735435346,6.00674683244058,7.17990909001493,7.0746766862945,6.44294349584873,6.37503943134692,7.95361446119936,6.95652136333312,6.02680005934372,6.29094040240368,6.18388345903223,6.11270013274936,6.81249822533356,6.51412226017071,6.29278174922785,6.43295940727611,6.43796008833447,5.99774402605963,6.78004757606187,6.55765515472542,7.34784279363816,7.38284014447524,6.74550626586916,7.26865895502767,7.26115467261557,6.5894638929561,6.37503943134692,6.43796008833447,6.76420813013995,7.5894638929561,6.57742882803575,6.57591736111815,6.4245862262511,6.15583017155653
"Q86UX7",6.17791779219584,6.63662462054365,5.9518675043269,6.08958289312471,6.63226821549951,6.06608919045777,6.38715571766298,6.50462039240355,6.10643207781693,5.68369645430652,7.27984269352035,7.15177765473205,6.43629511983936,6.29829173062012,7.93191939010004,7.02347715183043,6.14567745519564,6.32012359804061,6.30560578958543,6.33628338786443,6.73741636593706,6.61176256006487,6.4110872267986,6.50937914891469,6.37155886261196,5.97039353791468,6.66533591718518,6.58646452588639,7.23266075679027,7.34251918966061,6.76950729143624,7.16892278185294,7.02347715183043,6.49345520092618,6.41953889151378,6.36981542428391,6.65821148275179,7.3037807481771,6.47411151394241,6.40769264866568,6.23457795978457,6.10013667128545
"P52306",6.46107011403305,6.3019533951261,6.18388345903223,6.25738784269265,6.20750245925879,6.65963918701565,6.24412594328373,6.24031432933371,7.38973887867698,6.81890167588564,6.83920378809694,6.40429006444484,6.63081315229913,6.92718535782637,7.05853297020161,6.94836723158468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P08246",6.40599235967584,5.95652136333312,6.53294028837287,6.71699089440494,6.05528243550119,6.61470984411521,5.4757334309664,6.49185309632967,7.19377174339668,7.95361446119936,5.99322146736894,6.61911951145322,6.91647664443772,7.23074100262691,6.22496636500027,5.76553474636298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H0U4",6.14771372235215,6.49185309632967,6.14771372235215,6.16992500144231,6.33449676839042,6.38370429247405,6.25361115194717,6.63372181264101,5.68369645430652,5.8801957289431,7.31650781910311,6.93191939010004,6.49345520092618,6.47411151394241,8.06177619758669,6.88508622529017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P16671",5.94016675048282,6.5894638929561,5.9518675043269,6.11478344724985,6.61176256006487,6.21723071622067,6.44790974874208,6.59245703726808,6.78528898070402,6.05093696522523,7.55688918972687,6.99548451887751,6.10852445677817,6.08321336824898,7.91707366287822,6.39231742277876,6.5894638929561,6.64385618977472,6.58044701959866,6.75488750216347,6.6667565918848,6.66391384211598,6.69348695749933,6.68088692071969,6.59693514238723,6.5909612413426,6.42794133250948,6.43462822763672,6.79051141189419,6.86294724802092,6.4708621994137,6.77082904603249,6.67383905599044,6.30012372456901,6.29278174922785,6.02236781302845,6.48058827023386,6.87897051015108,6.44294349584873,6.39917109381982,6.4966540825935,6.23266075679027
"Q15758",6.11270013274936,6.1333991254172,6.16992500144231,6.37330019660839,6.992088609014,6.17990909001493,6.4110872267986,6.08321336824898,7.66391384211598,7.36106648879432,6.25361115194717,6.32732808262995,6.17592374206376,7.00337736020232,5.79181407116183,7.43629511983936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P42704",6.28909670241999,6.27798474729977,6.40599235967584,6.51254295509686,6.34163000932991,6.18586654531133,6.35931031689044,6.3110671022556,8.29232163280204,7.3983161634002,6.64673869830785,6.48381577726426,6.19770815795585,6.18189764310839,6.07895134139482,6.0703893278914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P51148",6.14567745519564,6.61323695471633,6.41616416473313,6.49185309632967,6.27052894238072,6.60436789989375,1.8073549220576,6.99548451887751,6.32373033752135,6.33985000288462,6.27052894238072,6.88752527074159,7.12825215227739,6.52042224852645,8.02735313393009,6.65963918701565,6.11270013274936,6.29094040240368,6.30742852519225,6.20554891117303,7.231701199029,6.27052894238072,6.49345520092618,6.26491169307446,6.59991284218713,6.15785216914174,6.72519581722666,6.30560578958543,7.22013644739608,7.46515822966425,6.67525138605026,6.94953493301701,7.44708322620965,6.63372181264101,6.58496250072116,6.47411151394241,6.90689059560852,7.68999797141945,7.07574653806091,6.97154355395077,6.69488019279919,6.56224242422107
"P40925",6.34872815423108,6.41278152533848,6.42122329922514,6.5894638929561,6.27239650903748,6.71699089440494,3.40599235967584,6.75488750216347,7.25833047261243,7.07360604057494,6.28725064325462,6.72109918870718,7.04220656012069,7.08746284125034,6.83415498140132,6.59842476052772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P61020",6.28540221886225,6.63952159951083,6.37677657188298,6.56376827845203,6.23840473932508,6.39917109381982,4.74953426766926,6.76553474636298,6.18189764310839,6.39574832817903,6.92362461136832,6.89117612475454,6.78790255939143,6.85299758761332,7.75688985507462,6.77873424411784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6006563078263,6.85299758761332,6.82017896241519,6.75087443965685,7.03562390973072,8.1106138055009,7.22303633790187,7.35843142862635,7.04220656012069,6.7045953476324
"P40306",6.2364926183813,6.3327079336406,6.43128865429159,6.30012372456901,6.30012372456901,6.38543103719352,6.42794133250948,6.36282052553426,7.49185309632967,7.56071495447448,6.74146698640115,6.4178525148859,6.5077946401987,6.7839804136838,6.68790052248075,6.36806987653208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P08567",6.12928301694497,6.59544398458948,6.06608919045777,6.03782146543497,6.4446008137115,6.25171909260596,6.41616416473313,6.69905184401685,6.03562390973072,5.93310047493137,7.3931759143488,7.24222139509837,6.4643415327611,6.3110671022556,7.71287086768991,6.96000193206808,5.71973105674985,6.11894107272351,6.31288295528436,6.18388345903223,7.03121873061072,6.49984588708321,6.24031432933371,6.35049724708413,6.29278174922785,5.62058641045188,6.71973105674985,6.51254295509686,7.28909670241999,7.63444806236231,6.88386515450979,7.22689381357139,7.39574832817903,6.66249036391378,6.64241277290506,6.5713734359732,6.83289001416474,7.70182625841205,6.70043971814109,6.75755668893945,6.37677657188298,6.3327079336406
"Q9NR12",5.69488019279919,6.30012372456901,6.25361115194717,6.71699089440494,6.28909670241999,6.83035674741922,5.24412594328373,6.78659636189081,6.20359271420771,6.49345520092618,7.11374216604919,6.77082904603249,6.78659636189081,6.73063995591679,7.84737060090548,6.47897180503294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26491169307446,6.56833618213375,6.56833618213375,6.4757334309664,6.63952159951083,7.52825874275841,6.62205181945638,6.60139939053183,6.61176256006487,6.42961596420174
"P11277",6.45285896471381,6.20554891117303,6.06177619758669,6.58496250072116,6.08958289312471,6.9518675043269,5.71149490665009,6.40258575823259,7.63807383718072,7.10747864662662,6.6409679104499,6.21334728173344,6.87405920314115,7.19278595925112,6.17990909001493,6.63952159951083,6.85798099512757,6.08746284125034,6.4178525148859,6.58796498888268,6.60584986719498,6.42794133250948,5.60288440871842,5.63807383718072,6.77346892790519,6.54225804976692,6.80348537559595,7.70666868217975,6.52199295640167,7.16591193893569,6.53449743373817,6.66106547980695,7.00898878322726,7.04001567884788,6.81890167588564,6.45121111183233,6.56833618213375,7.06069593168755,7.3264294871223,7.2881739681123,6.81378119121704,6.96809075204526
"Q99426",6.52669484554198,6.3037807481771,6.49024921062709,6.49984588708321,6.12515513132229,6.60288440871842,5.08746284125034,6.656782364219,7.17192735435346,7.28355142317431,6.27612440527424,6.27239650903748,7.64601861092535,7.02569327368077,6.51254295509686,6.12928301694497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02845864742548,7.1261882105221,6.41278152533848,6.88630626345243,7.12412131182919,8.59170933316174,6.78920757534734,7.51096191927738,6.90327934205614,5.84799690655495
"P30046",6.16992500144231,6.28725064325462,6.10852445677817,6.5298209465287,6.23266075679027,6.78659636189081,6.39231742277876,6.20163386116965,7.15583017155653,7.03782146543497,7.02680005934372,6.37155886261196,6.51096191927738,7.29920801838728,6.55458885167764,6.85174904141606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9ULC4",6.54689445988764,6.26491169307446,6.40258575823259,6.4708621994137,6.18982455888002,6.5453506448223,6.39917109381982,5.93073733756289,7.25833047261243,7.09908476089186,6.74281466986289,6.56833618213375,6.68088692071969,7.27332938656167,6.456149034648,6.74416109557041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P18428",6.77346892790519,6.25927248703759,6.28725064325462,6.26491169307446,6.36282052553426,6.55918586578773,6.26491169307446,5.9518675043269,6.46270675067016,6.89602960297675,6.43629511983936,6.12515513132229,7.37330019660839,7.09169983413681,7.62497817956904,6.32373033752135,6.47735352663456,6.78004757606187,6.77741971551583,6.51727569320958,6.39574832817903,6.28725064325462,6.81249822533356,6.40769264866568,7.03782146543497,7.29278174922785,6.84297883178833,6.46597446450407,6.3110671022556,6.32912359629157,6.77346892790519,6.31650781910311,6.0746766862945,6.11894107272351,6.04001567884788,6.4446008137115,6.31650781910311,5.9518675043269,6.30560578958543,7.47816289273763,7.5274770060604,6.31288295528436
