"","set1_126","set1_127N","set1_127C","set1_128N","set1_128C","set1_129N","set1_129C","set1_130N","set1_130C","set1_131N","set1_131C","set1_132N","set1_132C","set1_133N","set1_133C","set1_134N","set2_126","set2_127N","set2_127C","set2_128N","set2_128C","set2_129N","set2_129C","set2_130N","set2_130C","set2_131N","set2_131C","set2_132N","set2_132C","set2_133N","set2_133C","set2_134N","set3_126","set3_127N","set3_128N","set3_129N","set3_129C","set3_130N","set3_131N","set3_132N","set3_133N","set3_134N"
"P60985",6.79701297783614,7.1261882105221,6.84799690655495,6.87405920314115,6.89117612475454,6.71149490665009,6.83920378809694,6.96116025813664,5.02680005934372,5.33985000288462,6.29829173062012,7.11165734626313,6.85049941375812,6.17192735435346,5.91169158187234,6.8592241619782,6.07681559705083,6.96231765494231,7.22110372536788,6.71836162613835,7.06824086131282,6.43629511983936,6.25550073314839,6.79441586635011,5.53294028837287,6.30924896081662,6.58646452588639,6.83920378809694,7.15785216914174,6.67101024127845,6.19967234483636,6.50620838930675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O95497",7.18982455888002,7.08640164588003,7.04875931191986,6.75355105460065,7.17492568250068,6.7045953476324,6.55918586578773,6.37851162325373,5.48220292629596,5.8923910259134,6.71836162613835,6.1333991254172,6.74819284958946,6.16591193893569,6.07253459972295,6.9692426044345,7.21916852046216,6.52356195605701,6.67383905599044,6.55458885167764,6.56985560833095,6.52512925120397,6.91647664443772,6.56985560833095,6.89481776330794,6.57288966842058,6.49825086752783,6.5894638929561,6.56529252058102,6.27612440527424,6.67666233485797,6.40258575823259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y2Q5",6.30560578958543,7.20652601587743,6.85798099512757,6.69348695749933,6.84549005094437,6.43295940727611,7.43962313755712,7.13647851834917,5.48864353985378,5.75755668893945,6.65248649491816,6.70735913208088,6.34518344718767,5.99774402605963,6.75888943272096,6.32732808262995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P55056",6.69209237542757,7.4708621994137,6.42794133250948,6.91647664443772,7.18586654531133,6.92718535782637,7.06069593168755,6.26491169307446,6.00898878322726,5.60584986719498,6.18982455888002,6.88630626345243,6.0746766862945,6.46597446450407,6.53449743373817,6.35049724708413,7.11894107272351,6.92837032301897,6.41447383643093,6.95535930524299,7.07360604057494,6.62935662007961,6.59991284218713,6.5668151540109,6.17392693199981,5.73063995591679,6.5298209465287,6.77873424411784,6.94836723158468,6.1333991254172,6.35579154675365,6.66106547980695,6.40087943628218,7.15987133677839,6.09169983413681,7.20163386116965,7.18388345903223,6.62935662007961,6.88630626345243,5.58195375084882,5.46270675067016,7.12101540096137
"P02766",6.53294028837287,6.70182625841205,7.2336196767597,6.58496250072116,7.31831684133498,7.02347715183043,7.13852780142227,6.56376827845203,5.85299758761332,5.70321146739115,6.46107011403305,7.10223819393074,6.25927248703759,5.97727992349992,5.60288440871842,6.75488750216347,6.25361115194717,6.4708621994137,6.90327934205614,6.82017896241519,6.96116025813664,6.84924870276441,6.60733031374961,6.68509917200661,5.94953493301701,6.13750352374993,6.67807190511264,6.73335434061383,6.85049941375812,6.77346892790519,6.39917109381982,6.80606622608903,6.68088692071969,7.18388345903223,6.84297883178833,7.1568415245884,7.13955135239879,6.83415498140132,6.59842476052772,6.10433665981474,6.05528243550119,6.8008998999203
"P02656",7.00112666545428,7.18090370917938,6.63372181264101,6.5668151540109,7.23553560671046,6.91647664443772,7.01122725542325,6.75622271284729,5.84297883178833,5.60288440871842,6.467605550083,6.89965902637744,6.62789861587175,5.89481776330794,5.74953426766926,6.61470984411521,7.13134253912326,6.56224242422107,6.65105169117893,6.59395128394841,6.77873424411784,7.1568415245884,6.51412226017071,6.4870360800319,5.85549144310187,6.1168637576909,7.36194377373524,6.57893871309339,6.65535182861255,6.38543103719352,6.12308675098106,6.53760669149529,6.67383905599044,7.16591193893569,6.86666075081999,7.90147031982427,6.63662462054365,6.78135971352466,6.71836162613835,5.68369645430652,5.57288966842058,6.92718535782637
"P02751",6.18189764310839,7.36369674483899,7.06608919045777,6.80477637795583,6.66391384211598,6.58796498888268,7.41362792902417,7.28540221886225,5.74953426766926,5.84549005094437,6.76155123244448,6.51254295509686,5.8923910259134,5.82527683005487,6.62497817956904,6.06177619758669,6.91169158187234,6.98299357469431,6.55151601762801,6.97384083953315,6.48381577726426,6.75755668893945,6.73199778664374,7.21916852046216,5.93781516880342,6.02014657311178,5.81762325751143,6.62058641045188,6.30742852519225,7.21723071622067,6.42961596420174,6.41616416473313,6.88386515450979,8.04930403348226,6.8814199080924,6.98754825895374,6.44294349584873,6.7839804136838,6.8923910259134,5.96116025813664,6.76818432477693,6.82527683005487
"P02654",7.13237119873254,6.51727569320958,7.30469355747101,6.90689059560852,7.2336196767597,6.83289001416474,7.19967234483636,6.48864353985378,5.5298209465287,5.73335434061383,6.3327079336406,7.50382573799575,5.57288966842058,6.09381367340273,5.75221336786514,5.84549005094437,6.85174904141606,6.92718535782637,7.4245862262511,7.08214904135387,6.6724253419715,6.82654848729092,6.04439411935845,6.53760669149529,5.56071495447448,5.47897180503294,5.81506301719287,7.10747864662662,6.59693514238723,6.78135971352466,5.82781902461732,7.0389189892923,6.56985560833095,7.12205144771389,5.877744249949,6.87282875953489,7.20945336562895,7.34872815423108,6.11478344724985,5.40258575823259,5.61176256006487,6.52356195605701
"P20742",9.15355203170811,6.43962313755712,5.97727992349992,5.59991284218713,7.20750245925879,5.5668151540109,5.98868468677217,5.2364926183813,5.56376827845203,4.94953493301701,5.91408609701272,5.35755200461808,6.96231765494231,5.90929308582382,6.56833618213375,6.26303440583379,6.81378119121704,6.83415498140132,6.92599941855622,6.05093696522523,6.28169825009883,6.39917109381982,6.56071495447448,7.02236781302845,6.51412226017071,6.72383156649532,7.02680005934372,5.94251450533924,6.28909670241999,6.4643415327611,6.65248649491816,7.15785216914174,7.467605550083,6.30742852519225,6.14159627838382,6.91528186586766,6.10433665981474,7.34872815423108,6.40429006444484,6.05961485629722,6.64529816394863,6.23074100262691
"Q562R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P19012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6Q788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37155886261196,6.5713734359732,6.35755200461808,6.31831684133498,6.14771372235215,6.37851162325373,6.43962313755712,6.44294349584873,6.21723071622067,6.37155886261196
"Q9UKX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3LXA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96NZ9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O00461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q92686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35049724708413,6.19967234483636,6.44625622988956,6.56071495447448,6.86170728658586,7.76686014382955,6.73876783680019,6.52825874275841,6.31650781910311,6.22303633790187
"A0A1B0GTC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O14787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O15389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HAY6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q12841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NP81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BXW9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NU22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99661471481536,7.36018867006271,6.96116025813664,6.84297883178833,6.62643913669732,6.63807383718072,6.91049283228871,6.2364926183813,6.37155886261196,6.75087443965685
"O95153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y6N8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3V6T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78135971352466,6.20359271420771,5.92599941855622,6.17791779219584,6.56071495447448,6.40429006444484,6.22689381357139,6.36632221424582,6.42794133250948,5.77610398807316,6.58044701959866,6.48542682717024,7.31469652565629,7.71355835640479,7.27052894238072,7.2460279805281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q13642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11894107272351,6.34163000932991,6.21529030565123,6.31650781910311,6.36981542428391,6.34518344718767,6.17192735435346,6.42122329922514,6.2667865406949,6.1333991254172,6.57288966842058,7.05311133645956,7.19377174339668,7.41616416473313,7.00898878322726,7.25171909260596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P41180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81506301719287,6.18586654531133,6.29829173062012,6.35049724708413,6.91408609701272,6.4245862262511,6.06177619758669,6.21334728173344,6.25738784269265,5.37155886261196,6.77082904603249,6.76950729143624,7.4708621994137,7.6409679104499,6.51254295509686,7.30833903013941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P60900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62351574149055,6.13134253912326,6.74685018309805,6.00450139223494,6.61176256006487,6.17990909001493,6.04220656012069,6.06177619758669,7.34872815423108,7.16087986183931,7.55535603863583,6.52042224852645,6.66249036391378,6.77741971551583,6.04001567884788,6.55151601762801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q5JXB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30924896081662,6.14974711950468,6.01122725542325,5.94485844580754,6.89965902637744,6.34872815423108,5.92599941855622,6.76420813013995,6.48542682717024,5.44625622988956,7.09169983413681,7.03011533090807,6.94368695159709,7.36106648879432,6.84799690655495,7.2278565730605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P10124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85299758761332,6.91408609701272,6.29094040240368,6.06608919045777,6.79311555527435,6.51096191927738,6.17392693199981,6.02680005934372,7.03232128705788,7.23840473932508,6.96000193206808,6.07253459972295,7.01010845347429,7.05202456048283,6.60436789989375,6.70182625841205,7.28909670241999,6.79960542245267,6.84046323386954,6.8073549220576,7.13852780142227,7.58120058192496,7.07788386443832,7.20945336562895,7.04001567884788,6.81634370528486
"P49746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58195375084882,7.1333991254172,5.762880292917,6.25738784269265,7.02680005934372,6.62205181945638,5.99095486039699,5.81762325751143,6.0703893278914,6.76818432477693,6.69209237542757,6.45285896471381,7.4093909361377,7.33181268381921,6.74146698640115,6.98413359454098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NBJ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85299758761332,6.20554891117303,6.73741636593706,5.78659636189081,6.27052894238072,6.07895134139482,6.77214959078454,6.13545278418517,7.64169052255661,6.86542397831313,7.78201533500419,5.99548451887751,5.92837032301897,6.29829173062012,6.4245862262511,6.62058641045188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P58546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11894107272351,6.25550073314839,6.26865895502767,6.29829173062012,6.83289001416474,6.53294028837287,6.48542682717024,6.48058827023386,6.50462039240355,6.18189764310839,6.78659636189081,6.73199778664374,7.12308675098106,7.06177619758669,6.86046625851717,7.16289479937478,6.74550626586916,6.15583017155653,6.64241277290506,6.12101540096137,6.56985560833095,7.12308675098106,6.4178525148859,6.46923479366766,6.20945336562895,6.13545278418517
"Q9BQE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26115467261557,6.42122329922514,6.36981542428391,6.32912359629157,6.65391987311942,6.52669484554198,6.40087943628218,6.40258575823259,6.50620838930675,6.09803208296053,6.71699089440494,6.48058827023386,7.19967234483636,7.41023933077602,6.71561885907482,7.09169983413681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6NT04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43962313755712,6.16188768237689,6.29094040240368,6.62643913669732,6.68929916053589,6.13750352374993,6.47735352663456,6.53138146051631,6.00450139223494,6.18586654531133,8.55458885167764,6.67948009950545,6.42290574261218,6.02680005934372,5.76022094646651,6.4708621994137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22496636500027,6.35755200461808,6.24792751344359,6.40258575823259,6.62351574149055,6.4966540825935,6.61028665708102,6.51096191927738,6.467605550083,5.92599941855622,6.59842476052772,6.40087943628218,7.16087986183931,7.51175265376738,6.74011804283313,7.14363830992204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7Z406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44625622988956,6.40258575823259,6.35931031689044,6.62497817956904,6.68229237143083,6.78004757606187,6.30742852519225,6.27612440527424,6.38887833881199,6.21723071622067,6.467605550083,6.5453506448223,6.99435343685886,7.45779126025604,6.71699089440494,7.01680828768655,7.10013667128545,5.97956810009519,6.37330019660839,6.24031432933371,6.4708621994137,7.29001884693262,6.67666233485797,6.67666233485797,6.48220292629596,6.21334728173344
"P80748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88752527074159,6.26303440583379,6.24031432933371,6.83794324189103,6.10643207781693,6.58195375084882,6.65248649491816,6.27798474729977,7.08427691053149,6.70735913208088,6.09381367340273,7.38456792317383,6.00225245173138,6.50937914891469,7.27798474729977,6.4245862262511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q99952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62351574149055,6.36282052553426,6.80477637795583,6.34872815423108,6.54997714277182,6.33985000288462,6.4245862262511,6.63226821549951,6.81506301719287,6.15380533607904,6.63372181264101,6.4757334309664,7.23935985027747,7.25266543245025,6.7279204545632,6.39746072605472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73199778664374,6.41953889151378,6.82527683005487,6.77610398807316,6.20554891117303,6.35931031689044,6.21916852046216,6.50937914891469,6.90568784852686,7.03672310600552,7.17891378466957,6.72383156649532,6.21334728173344,6.5438051759644,6.08746284125034,6.98185265328974,5.31831684133498,6.43796008833447,5.92362461136832,5.12928301694497,7.15987133677839,5.4093909361377,7.07681559705083,5.49185309632967,5.84297883178833,7.26397335480341
"A0A075B6S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05528243550119,5.79960542245267,5.68088692071969,6.63662462054365,6.25171909260596,6.35579154675365,8.04165915163721,6.03782146543497,6.05961485629722,5.98868468677217,5.61176256006487,6.82145511910246,6.34340782229781,6.50462039240355,8.24222139509837,6.18388345903223,5.04875931191986,5.97727992349992,5.37851162325373,4.92124588858559,6.97039353791468,5.13750352374993,5.81506301719287,5.25927248703759,5.1168637576909,6.01346225980656
"Q7KZ85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32192809488736,7.43879185257826,6.31288295528436,5.62935662007961,6.51096191927738,6.93663793900257,6.02458563827827,7.12515513132229,5.59395128394841,8.00842862207058,5.33628338786443,5.86542397831313,6.56071495447448,6.86294724802092,6.4093909361377,7.1168637576909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96N76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70735913208088,5.5909612413426,5.44956137461324,7.06608919045777,6.79960542245267,6.76553474636298,6.78920757534734,6.65105169117893,6.58646452588639,6.41278152533848,5.21334728173344,7.31288295528436,6.96462966672059,6.87897051015108,6.84046323386954,6.69488019279919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0A0MRZ9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30103884990315,5.70043971814109,4.13750352374993,6.48542682717024,7.1548181090521,5.73606362787181,6.99435343685886,6.99095486039699,6.53449743373817,5.88264304936184,3.67807190511264,6.47735352663456,7.90508609876177,5.456149034648,7.15177765473205,7.25833047261243,6.08958289312471,6.63372181264101,6.78135971352466,7.3389591754152,7.97269265400426,6.06177619758669,6.4594316186373,7.01680828768655,7.21042783040149,8.09961081196091
"Q9UKE5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42961596420174,6.62643913669732,7.00337736020232,6.29094040240368,6.76686014382955,6.467605550083,6.33449676839042,6.61911951145322,6.48058827023386,6.34518344718767,6.48381577726426,6.51884982870769,7.2045711442492,7.08214904135387,6.65963918701565,6.5894638929561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q92835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95419631038687,8.64709860726341,5.10852445677817,5.47248777146274,5.82017896241519,5.61765111942733,6.48381577726426,5.95884267524324,5.16188768237689,8.73267622307331,5.22496636500027,5.05311133645956,6.80219321694183,5.91886323727459,6.39231742277876,5.4594316186373,8.2950801327646,6.04439411935845,6.28169825009883,5.36457243229586,6.55918586578773,8.98612646417927,5.60584986719498,6.0746766862945,5.58796498888268,6.11478344724985
"O94874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7292808460274,6.32373033752135,6.55612281784117,6.62497817956904,6.6724253419715,6.48058827023386,6.52042224852645,6.73876783680019,7.09592441999854,6.69766263347052,6.42794133250948,6.63081315229913,6.5298209465287,6.31650781910311,6.96000193206808,6.76686014382955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P03973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66106547980695,6.74281466986289,7.02125762056052,6.27984269352035,6.46107011403305,6.36632221424582,6.53294028837287,6.58044701959866,7.19278595925112,6.76155123244448,7.44625622988956,6.26491169307446,6.29645740737124,6.37155886261196,6.33806779754262,6.26491169307446,6.3110671022556,6.35579154675365,6.43462822763672,6.63662462054365,6.21334728173344,6.30012372456901,6.51884982870769,6.73470962022584,6.76022094646651,6.44128427192704
"Q8N0Y7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55918586578773,6.26303440583379,6.83920378809694,6.74550626586916,6.57893871309339,6.42794133250948,6.52512925120397,6.76155123244448,6.85174904141606,6.69488019279919,6.87897051015108,6.77741971551583,6.62643913669732,6.69905184401685,6.38543103719352,6.52199295640167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49825086752783,6.70873904135958,6.31831684133498,6.81506301719287,6.67807190511264,6.60733031374961,6.67101024127845,6.4643415327611,6.67807190511264,7.01457846492289,6.32373033752135,6.92005505480697,6.58195375084882,6.57893871309339,6.71561885907482,6.53915881110803,6.81506301719287,6.36806987653208,6.08321336824898,6.34518344718767,6.20554891117303,6.73063995591679,6.47248777146274,5.71699089440494,6.35402893805439,6.27984269352035
"Q9NZK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74550626586916,6.08958289312471,7.49105137636412,6.29645740737124,6.5453506448223,6.77214959078454,6.09803208296053,6.25171909260596,6.61765111942733,5.73876783680019,7.79895774790043,6.37677657188298,6.52199295640167,6.8814199080924,6.17392693199981,6.30742852519225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96SN8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10643207781693,6.8073549220576,6.4262647547021,6.55612281784117,6.86170728658586,6.64241277290506,6.8923910259134,6.45121111183233,6.50143914515887,6.49024921062709,6.43629511983936,6.55458885167764,6.9692426044345,6.52512925120397,6.90929308582382,6.87897051015108,6.87897051015108,6.86046625851717,6.81121411751324,6.60584986719498,6.80477637795583,6.91408609701272,6.94953493301701,6.31650781910311,6.44625622988956,6.89117612475454
"P78563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38370429247405,6.94602898951548,6.72383156649532,6.88630626345243,6.48381577726426,6.30560578958543,5.96809075204526,6.93663793900257,6.3110671022556,7.51727569320958,6.88996019965864,6.78659636189081,6.47735352663456,6.1333991254172,5.82527683005487,6.75221336786514,6.55305325276641,6.78267065867701,6.24031432933371,5.96347412397489,7.31379002544369,6.83920378809694,6.47411151394241,5.59693514238723,6.24982454861618,7.3327079336406
"O00159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37677657188298,6.58044701959866,6.51412226017071,6.84423498775875,6.62058641045188,6.61765111942733,6.67525138605026,6.69766263347052,6.43295940727611,6.65248649491816,6.54997714277182,6.81506301719287,6.71424551766612,6.63372181264101,6.68650052718322,6.80348537559595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88264304936184,6.36457243229586,6.53449743373817,6.72383156649532,6.44790974874208,6.68650052718322,6.69905184401685,6.57591736111815,6.81890167588564,6.71973105674985,6.54070926267143,6.68929916053589,6.48381577726426,6.656782364219,6.73606362787181,6.64385618977472,6.72519581722666,6.44790974874208,6.23074100262691,6.08321336824898,6.34163000932991,6.75755668893945,6.5713734359732,6.27798474729977,6.54225804976692,6.39917109381982
"P34931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27612440527424,6.25927248703759,6.21529030565123,6.33985000288462,7.44708322620965,6.17192735435346,6.97154355395077,6.74550626586916,6.59245703726808,6.55305325276641,6.82273014794452,6.39917109381982,7.14974711950468,6.40599235967584,6.7292808460274,6.49505552836802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O60306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62643913669732,6.93663793900257,6.85299758761332,6.456149034648,6.4966540825935,6.46923479366766,6.4110872267986,6.65821148275179,6.97498811199193,6.73470962022584,6.86418614465428,6.33985000288462,6.43796008833447,6.88264304936184,6.45450493755737,6.4643415327611,6.53294028837287,6.74281466986289,6.05093696522523,6.29462074889163,6.39403389536778,6.41616416473313,6.26865895502767,6.88752527074159,7.45450493755737,6.20163386116965
"O43157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00786824333334,6.51884982870769,6.46597446450407,6.70321146739115,6.45285896471381,6.83289001416474,6.42122329922514,6.49185309632967,6.73470962022584,6.82781902461732,7.01234519041983,6.5298209465287,6.74685018309805,6.52042224852645,6.32012359804061,6.47411151394241,6.67807190511264,7.22593041117105,7.03782146543497,7.14873077917319,6.86913111964429,6.83415498140132,7.34518344718767,7.0746766862945,7.18982455888002,7.13031314554346
"Q13423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4594316186373,6.53449743373817,6.63226821549951,6.66106547980695,6.48220292629596,6.65821148275179,6.98641093525204,6.54843662469604,6.57440430902258,6.93781516880342,6.59245703726808,6.46270675067016,6.4110872267986,6.91408609701272,6.49825086752783,6.77346892790519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
