"","11","12","14","17","18","19","25","30","31","33","42","57","68","70","77","113","105","108","13","2","23","36","48","49","50","53","54","56","61","74","76","78","80","115","106","112","10","16","26","29","37","39","4","40","41","45","55","62","69","71","72","104","109","110","1","15","22","24","27","28","44","52","59","6","66","67","7","75","8","114","116","111","100","35","5","82","83","85","87","88","89","9","90","92","94","95","99","125","127","129","107","101","20","21","38","43","46","51","60","63","65","73","79","93","98","117","118","120","122","123","102","103","3","32","34","47","58","64","81","84","86","91","96","97","119","121","124","126","128"
"A0A075B6H9",28.32954262,31.09892399,27.28065072,28.34142618,28.54686715,29.18945137,27.66193681,29.41098508,28.79863104,26.41159128,28.36873804,28.28498009,28.45006437,27.42638416,25.82157743,27.38492152,27.39362089,27.41747836,28.10029082,29.41922775,28.10274537,27.99512544,29.33157273,29.83725642,28.51382348,28.54432651,28.6747873,28.75986376,28.14111941,30.92032425,29.39349815,28.74377797,27.83171083,27.44229318,27.71443577,28.90727326,29.25309085,27.63193893,28.54373674,29.81075357,28.79535219,28.60780776,28.87970215,27.25160188,27.83007927,29.03004813,29.71845893,27.96416536,26.84888097,28.06907209,29.45261931,26.73595777,28.88503753,28.2033117,27.17636051,27.84475719,28.80125494,28.96016535,27.47622396,27.80667283,29.24168143,27.57484757,28.32074816,29.535232,27.34011061,28.3332161,27.65744603,28.1283428,30.32377864,27.29806565,27.52738549,27.27852546,26.96906061,28.46314498,27.26248545,28.98649842,27.39419353,29.34363026,28.10908777,28.22416629,29.30016233,28.19488472,28.16930435,27.82868796,28.51645593,27.9097642,29.41767955,27.79346192,27.7150907,28.37699733,27.04812047,32.41540953,27.89209186,28.21201458,29.57657845,27.87155908,27.96333868,26.88133693,27.69942196,27.67364217,28.48719303,27.931963,27.00817042,29.22375214,29.34851384,26.56659737,27.03244112,27.73162719,27.2499758,27.40381262,26.63699361,27.79958855,27.17417108,29.45773522,29.55491969,28.71649781,27.09214595,28.66512628,29.2178953,28.52954661,27.2128959,27.142386,28.60554892,27.53304225,28.61817414,27.62177612,27.1330064,26.87619279,26.96521181
"A0A075B6I0",30.4513031,29.07518137,27.46107721,30.11545203,30.55032112,29.1317806,28.54719821,29.39308894,28.69567715,27.12445314,30.685788,30.12139313,28.25966002,30.2266487,27.7081332,28.42241945,27.69968671,27.94637017,29.37318484,29.04851028,28.18853203,28.51739493,23.81284163,28.91792261,28.86841259,29.71309222,26.70569671,29.85354336,29.67793173,28.10359597,29.66571929,29.85321614,28.63370662,27.5019556,29.3014058,27.49754647,29.10846476,29.47299435,30.19812089,30.44104669,27.94257213,30.14090008,29.52746006,28.96259427,29.64929639,29.36819684,29.84069661,29.51731983,29.17283675,29.1442838,29.69149003,29.23790373,29.58734971,29.30068603,28.29447674,28.51261847,28.94815403,29.48617661,30.30312743,29.30382422,29.00335269,27.2499758,29.13190322,29.25189529,30.11035789,31.9419568,26.9433549,29.76925957,29.9141344,28.89919832,26.57346136,27.39427532,28.10314571,30.2475106,28.60586678,30.05517269,28.34849274,29.50347287,29.61971395,29.60666114,29.12262778,28.94729025,30.26505939,28.69381771,29.42916098,29.2925473,30.85474747,29.00324544,28.66054344,29.83954078,27.95399187,28.43013858,29.52803789,26.83520944,29.93677204,27.27746166,27.97847429,27.92138879,28.85183209,28.32538802,29.09378364,28.41437653,28.73492478,29.54360769,30.06560978,27.09436269,27.73195082,28.97787409,29.0850446,28.31906898,28.3468033,25.86114656,28.95321485,28.32564535,26.91615792,28.58731394,27.79197275,27.42221892,27.50892186,28.68515305,28.83924041,27.14394336,25.71996717,26.8811035,29.49102214,27.96113188,29.41818239,28.00276275,28.66509239
"A0A075B6I4;A0A1W2PQ80",27.60420606,19.58426284,19.14409094,24.86145423,21.76892754,19.88841107,25.59448612,26.08729757,25.20101321,19.44725621,27.28091615,22.53416038,23.11882957,25.10485594,25.25367699,25.12498551,25.72767309,20.87635419,25.45575765,27.57333133,27.73311527,25.32690562,20.34537523,21.4366653,26.93539565,18.58566875,26.8368954,27.71397713,26.44937966,21.94181132,24.23176553,25.99989543,24.50269926,19.23021367,20.06005022,26.01949809,27.16365367,24.95597691,26.0898046,19.82448533,25.57686673,20.14206265,23.89356225,26.28095154,26.20359176,27.24081753,22.10547522,24.80079842,24.24408854,19.71067771,26.51681658,25.31437414,28.3598031,25.93231227,24.78336757,24.84254102,21.17990493,26.67559508,19.80032388,25.28107539,20.38103798,19.45538484,19.66468792,25.03351273,26.05353716,24.96631252,19.38422053,25.65594599,22.054705,21.68329607,27.11872266,23.97272392,26.58348131,28.67101167,18.44025149,19.70874776,26.30846666,27.01169322,24.96543202,27.51585465,21.49371512,27.64244387,19.25330368,26.1027754,26.29734858,19.58229087,25.20295689,26.57744312,21.71350169,20.14519776,18.2356705,26.30742472,18.97705448,26.54980722,26.81518939,25.71489425,23.67098466,24.82274469,25.71284959,24.47333119,18.91268798,24.58336654,25.16764018,27.1029956,25.3414686,27.08182359,27.16767846,27.36577977,27.64903937,25.88822932,26.66207267,24.5517444,25.61916121,19.29145502,25.80476657,25.25389335,24.95238187,20.72457576,25.59334667,25.37225505,25.81987346,25.87649727,23.77966566,26.61104867,18.91987567,26.18281426,26.72416367,27.99674233,19.65969318
"A0A075B6I9",19.4187324,25.90841333,26.56646672,23.17656681,26.75442616,25.94735157,26.26033324,25.72621837,19.24248944,21.56738437,25.8867186,25.41425554,25.55873763,24.96261081,24.37610313,26.09373832,23.22295111,23.63466927,26.23260742,24.67103867,19.99019954,24.92297704,25.07802014,26.8307442,25.17340875,25.65419853,26.76116447,26.53483883,24.81528713,25.05973822,23.95606556,24.44373223,24.60597272,27.15112434,24.99614968,25.06677507,26.15309769,24.93440608,26.0255301,25.48068322,21.92994462,25.73241671,25.87532584,24.50373065,26.04000939,26.40184511,27.74861617,24.06076914,23.43822128,24.25024694,23.65665529,22.33439987,25.85014562,25.21400837,23.92660076,26.95471301,25.33067129,19.37025529,26.13145681,23.98737158,27.02812561,23.21791748,26.68832502,26.5767226,23.99671001,25.95752755,25.11008404,25.82359523,25.69585633,24.50524605,24.85955981,25.85780525,25.30309258,25.48726204,20.88849508,24.87558364,21.55863766,25.77208216,25.45632182,25.41454589,24.22073906,26.05442762,25.76420546,25.59499859,26.07696072,24.7741452,26.34883039,25.15228546,25.36989469,26.34611006,24.41557777,26.74008233,24.2164528,25.04589395,24.20321834,25.41773588,19.54849256,23.89106054,25.55727741,23.79074303,20.66722684,26.98381055,25.2126733,27.53177884,24.72842585,20.58001554,24.60670702,25.27611304,24.18359056,25.32875545,25.58591818,25.7326496,24.52862294,25.83783386,25.81785044,26.66193681,24.20299425,24.93256008,24.01444144,24.35117487,24.18759794,25.22040697,26.30605167,23.86778247,25.40262593,24.85571597,24.37431306,24.71717143,25.79029559
"A0A075B6J1",24.95358121,22.68977383,24.57727023,24.03908906,20.66558329,21.0403617,23.58600411,23.48603463,21.49906534,25.31503095,25.09192409,23.78735899,24.03967479,18.98321251,21.99137375,23.60761026,20.36229246,23.27526064,24.65206594,22.34359129,19.8122193,23.67895597,23.84095767,23.97928144,25.74301391,18.18826476,23.89772214,20.31755255,23.73809886,25.28528001,24.37484368,23.04461891,24.09546978,23.48664847,25.11846524,23.86448014,23.41092849,22.9964859,23.61414187,21.10430322,23.80941096,26.94659327,24.17096661,18.99586189,24.33278943,24.98797869,25.00324544,24.85067025,22.27929091,24.75577634,23.12384165,24.4458171,25.11822759,24.13578756,23.49057084,24.2643481,19.07109045,25.51788296,19.45674662,22.64893243,19.45139844,23.11387949,26.35088834,25.04414361,19.06736512,23.55168573,24.63865156,24.89360853,24.66595304,22.69646669,25.3786518,23.68228225,20.85210288,19.38735823,17.35478207,22.48709027,24.62433051,25.16939994,24.11624559,21.15005879,22.45292088,21.51747718,21.68566482,23.70756725,24.72489225,23.69667893,25.3652625,24.4299471,24.29186261,22.84452495,18.9689599,23.79649754,23.03464652,23.50227436,24.649985,23.31989589,24.160695,23.23791831,23.66914718,23.83306302,21.56047076,20.83440189,20.61697164,23.13376685,24.68576127,21.09132691,24.30903941,25.92186545,26.2107241,23.34489185,24.4290532,18.872135,20.71447064,17.26565728,23.98433223,22.27758935,22.60821962,22.11361838,23.06210413,24.19572964,19.88732452,18.19423031,22.67180537,25.23077659,26.82323078,23.50567008,24.80548017,23.58118403,24.76890636
"A0A075B6J9",26.95393638,26.14102193,25.93941439,25.54226863,25.87128881,26.33642061,25.89873718,25.37391496,25.92829626,25.78276791,26.18006546,26.46636167,25.98567902,24.74857778,24.33422254,26.14466307,25.25972287,24.02808345,27.39181967,27.1669127,24.84531967,26.2907383,26.09498679,27.62352141,26.76963792,26.23235124,26.80710292,25.76481289,25.86547163,25.09675697,24.09828401,24.7236951,25.81962988,26.7332446,25.93456356,26.14499362,25.98304943,25.53617369,27.18688046,26.69245481,27.44055175,26.66546517,25.28022591,25.97506619,26.23218653,27.4031625,26.09010757,26.52804162,25.30931703,25.40168239,25.87642702,26.20387176,27.62735364,26.37621907,25.49081563,26.23000695,24.34021251,26.49342928,27.35338095,25.08703448,28.2622166,18.63586154,26.19486594,27.20163024,25.24583005,26.24523164,26.76205209,26.38848968,26.70319009,26.04145145,25.51532832,23.75531793,25.52778815,25.62828577,25.65447171,25.82094476,24.54415698,26.94949048,23.86202207,26.08269676,24.67006621,25.62343769,23.97307441,27.24753324,26.23978016,25.08569807,24.8676411,26.00947379,26.36856321,27.07163143,24.46923738,26.71685755,26.53235866,25.77913962,26.3332161,26.25925593,25.96069012,25.98265785,23.92714354,23.03724665,25.41144582,26.19236582,25.70194835,26.50172787,25.23684602,25.39031146,24.59701819,26.20420768,28.49971471,27.09154079,26.07334875,26.31144941,25.58923715,25.16100268,24.90384765,24.22934692,25.75707438,25.71740679,25.42870187,25.74386141,25.24553994,27.17550417,25.52608726,24.87398924,24.40425129,24.60252218,27.03967479,26.70134031,26.01197041
"A0A075B6K4",30.69461491,32.29922903,31.53973097,33.43041778,31.82752246,30.70989215,30.52206206,30.4152836,31.21436743,29.82788583,31.16374963,30.87796316,30.88830771,30.54719821,29.50905405,30.96313194,31.40532505,30.34783831,30.02881064,29.57645231,29.02825737,30.96175289,30.73036435,30.34604241,30.6343473,30.05297258,31.12503233,29.37088003,30.64297743,31.06599489,31.77866508,29.68940857,29.7043285,28.93508648,30.02525022,30.76168759,31.88478287,30.18470694,31.58342751,31.57140667,31.76998465,32.95410977,30.96678006,30.03603628,30.94593781,32.06252517,30.82426316,30.24592522,29.94949048,30.73916499,29.79881642,30.03104789,31.0126525,29.23512102,29.28738214,31.08727227,31.69805607,30.41094466,29.80653455,29.92479004,33.26262545,29.23299617,29.84402383,30.07035233,29.52811243,30.91947206,29.84312534,30.10174402,31.79405096,30.5719039,30.07609936,29.3583365,28.27839253,30.39304802,29.02054227,31.01511438,28.64756487,32.91612944,29.86252762,30.34276175,30.90576803,31.66301489,31.7799959,31.03570863,29.71512344,30.88270755,31.97415135,30.06393977,29.80153248,29.94656539,29.84747782,30.89554836,30.48327683,30.76398393,29.63446848,31.86592289,30.79079273,30.07316485,30.73674815,30.62296315,30.09597273,30.79676053,31.15436347,30.94747141,30.61894425,29.47709298,30.47720881,31.03524979,29.57580342,29.8555051,29.87800702,30.82941403,29.6219682,31.73408493,33.04786379,32.0642932,31.22262412,31.93792972,31.66699766,30.61570352,30.59681565,29.10704327,31.26807513,30.24184052,30.07558944,30.5788471,31.05154718,29.52613578,31.42877175
"A0A075B6K5",29.7183446,30.85563875,29.79141391,32.51702409,30.63166144,29.98996625,30.86297093,30.73424648,30.10499587,30.12743287,30.50303682,30.06265383,30.77995678,30.24138595,28.9062126,30.94272593,29.38701909,30.51962729,29.75764032,30.08144268,31.02313619,30.02458992,30.22170264,30.23077659,31.02280559,30.64761633,30.95560007,30.40973146,30.13503893,30.83477258,31.19753516,29.78386398,29.930159,29.62888369,30.808776,29.26333648,30.8116112,29.75369322,30.6228759,30.61280698,31.10305815,30.9050507,30.36045212,30.35363334,29.96209777,30.34720472,30.20966951,30.3054125,30.16925656,30.84236118,30.53741844,29.10843983,31.88620111,29.830442,29.50512109,31.42046311,30.35562985,31.08841009,31.06535298,29.8803592,32.58935593,29.08719639,30.63140126,31.19066448,29.31589905,30.0126525,30.07558944,30.14004681,30.56955187,30.11010894,30.57081882,30.02194568,29.56717787,30.62784065,29.17569451,31.02689965,30.19905755,32.40377708,31.02115146,30.39754303,29.98535873,31.67673866,30.10537061,31.02247491,30.13430461,29.56837442,32.19063504,30.47865589,30.82031182,31.09207032,30.60284425,30.78690427,29.43809435,30.40608573,29.97923782,29.92167253,30.61263125,29.78691985,29.0056565,29.92394048,29.46971869,30.07431385,29.8406516,31.18334683,31.55869202,29.50699436,30.08841009,30.9460773,31.15424274,29.51493345,29.60704933,28.647359,29.39833842,29.62582197,30.5774071,30.24195414,30.07214275,30.42512384,29.7182466,30.38442753,29.83272208,29.25995179,29.74880808,29.24127228,30.52084518,30.11842564,30.40851724,28.62310273,30.85638107
"A0A075B6P5;P01615",29.56949755,30.78402005,30.66864687,31.02293784,30.76911766,30.54526596,28.49701343,30.29723486,30.19389836,29.7318861,29.8363537,30.15472561,29.79063739,29.30310565,28.77196886,30.19225293,30.05736946,29.41369081,29.85010388,29.51401167,31.77207114,29.57587553,31.01995932,30.79273304,30.87004551,29.80681108,30.22101115,30.47595349,29.50534828,29.62133946,30.5666518,30.3683842,29.7184426,30.38802566,30.63875512,30.63668253,30.31365216,30.26695892,31.12835509,30.82820371,30.96609244,30.97848793,30.04179085,30.14782941,29.79798205,31.44968074,30.73214496,30.41739788,28.86897182,30.72085767,30.23249306,29.88513938,31.50085458,31.02333451,29.90942088,31.40993373,30.81627332,30.9999438,30.42802293,28.94926782,31.77112669,29.36536263,31.26119675,30.7459107,29.83954078,30.60981657,30.08765165,30.23523518,30.65027267,30.26013131,29.45730469,29.36592574,29.73932597,29.17854663,29.62898795,30.44213496,30.16985388,32.16293977,31.15478596,30.76540741,28.23790373,30.67799891,30.07201493,30.13821668,30.83590213,30.34382084,30.30399836,29.64746194,30.35814783,30.49113686,29.72874371,31.18476605,30.03996234,29.2984153,29.92549762,29.77124478,29.62254431,28.25056321,29.70381715,29.50565115,29.54491604,30.36390167,29.930159,30.77360457,29.99859951,29.04869216,29.73856921,29.77004768,30.21199138,29.6387206,29.8861575,30.12176364,29.43612938,29.87752443,30.58333784,30.21858829,29.87617815,30.07239834,29.11755897,29.31142342,29.44618401,30.6243584,30.91996923,29.26239584,29.86503794,29.23958899,30.91342122,29.15039816,30.22158742
