"lrp","spearman_corr","p_value","adjusted_p_value","CI_lower","CI_upper","Tot_sample_size","file"
"L1CAM_ERBB3",-0.476923076923077,0.087183720188118,0.341235500719503,-0.797462109814843,0.0900560919440849,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"L1CAM_ITGA5",0.296703296703297,0.324652305696781,0.680421445805394,-0.315153435128892,0.722728225687431,13,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMA2_ITGA7",0.573626373626374,0.0349734691638317,0.21216634916877,0.0398759192076935,0.840184288607599,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMA2_ITGB1",0.615995115995116,0.000803320885522641,0.0148444648141649,0.297343974309633,0.802912477348543,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMB1_ITGA1",0.365079365079365,0.0618913605579511,0.27067155017344,-0.024357989971679,0.650283133549157,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMB1_ITGA6",-0.192307692307692,0.335008577202937,0.691086876242536,-0.530693556237632,0.206049176596897,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMB1_ITGB1",0.38949938949939,0.0455150646378188,0.240123784368363,0.00364339610609607,0.666153240718568,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LGALS3BP_ITGB1",-0.526251526251526,0.00539621243447534,0.0610330233968245,-0.75085075354594,-0.172993184111209,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LPA_LRP2",0.0021978021978022,1,1,-0.529059443262691,0.532096156822957,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"MMP9_CD44",0.0702075702075702,0.727162527377341,1,-0.319511390668867,0.437430680026141,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"RGMA_NEO1",0.416361416361416,0.0317170122288114,0.196944376791822,0.035184822394231,0.683338946198454,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"SCGB1A1_LRP2",0.621978021978022,0.0202287147773164,0.15430275458046,0.112868085677062,0.860496326252887,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"SEMA6D_PLXNA1",0.595604395604396,0.027508385456238,0.184137763870328,0.0723214041453229,0.849499131546305,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"SERPINA1_LRP1",0.106837606837607,0.594471965955223,0.91550028940503,-0.286623492005284,0.466250305861739,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"SERPINE1_LRP2",0.582417582417582,0.0318233291767273,0.196944376791822,0.0527126130513271,0.843926938268837,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"SERPING1_SELE",-0.068986568986569,0.731750837258156,1,-0.436456981776303,0.320591579766171,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"SERPING1_SELP",-0.236874236874237,0.233181716201286,0.582732212678261,-0.562840189887839,0.16173843882927,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"THBS2_ITGA6",0.402197802197802,0.155262653539158,0.474835900800408,-0.178228444652751,0.762328273888269,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"TIMP2_ITGB1",0.593406593406593,0.00136315991155619,0.0212912595709728,0.264945910087944,0.790052822595226,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"TIMP3_KDR",-0.132478632478632,0.508451529862895,0.854146488066733,-0.485984915170254,0.26303081069027,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"A2M_LRP1",0.187423687423687,0.347616980499489,0.699352862802196,-0.210805880894853,0.527111893619146,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"ADAM15_ITGB3",-0.137362637362637,0.656000350185762,0.970077232715703,-0.63652390388489,0.452056514364717,13,"babacic_2023_nat_comms_matrix copy 2.csv"
"ALB_LRP2",0.789010989010989,0.00128301005368448,0.0206357135118491,0.419848537271311,0.925977640080302,14,"babacic_2023_nat_comms_matrix copy 2.csv"
"C4A_CR1",-0.145299145299145,0.467917965345027,0.813123669579703,-0.495720688443905,0.2510521122578,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"C4BPA_LRP1",0.178266178266178,0.372021961591066,0.718439113701994,-0.219673266214009,0.520364273572733,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"CDH1_EGFR",0.305860805860806,0.12083866927239,0.413943431032313,-0.0897432070640877,0.610781319092104,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"CDH1_PTPRM",0.672771672771673,0.000175265679660193,0.00499888199378636,0.382321390326835,0.83454539944883,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"CFH_SELL",0.127594627594628,0.524342037867878,0.870806017319817,-0.267561849449328,0.482253177304796,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"CNTN4_PTPRG",0.744810744810745,1.47574140798351e-05,0.000691490259740845,0.498117064823219,0.873331626592483,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"COL4A2_CD93",0.627594627594628,0.00060292839990649,0.0118065979205569,0.314284712332565,0.809454422129829,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"COL6A3_ITGA1",0.641636141636141,0.000419479248249725,0.00873582180481967,0.335075479615708,0.817318554238942,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"COL6A3_ITGA2",0.543345543345543,0.00389698597555414,0.048131980925792,0.195803954225565,0.760970802350466,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"F8_ASGR2",0.343101343101343,0.0803066951284452,0.322209125408318,-0.0490312782158434,0.63579360930791,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"FCN2_LRP1",-0.170940170940171,0.39225685805986,0.739215683630344,-0.514935867578923,0.226719340240426,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"FGB_ITGAM",-0.0445665445665446,0.825246405443674,1,-0.416801699377174,0.341983437142004,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"FGL1_EGFR",-0.152014652014652,0.447390387137482,0.794774422331525,-0.500786016097511,0.244728046519248,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"GRN_SORT1",0.108669108669109,0.588122587424558,0.912076636762436,-0.284954165369838,0.467671726222754,27,"babacic_2023_nat_comms_matrix copy 2.csv"
"LAMC1_ITGA1",0.195970695970696,0.325739450644695,0.680525731283184,-0.202469022859551,0.533372065568719,27,"babacic_2023_nat_comms_matrix copy 2.csv"
